gene_id	Donor	ptype
EMOJOO_00005	DonA	AB
EMOJOO_00010	DonA	AB-BA
EMOJOO_00015	DonA	AB
EMOJOO_00020	DonA	AB
EMOJOO_00035	DonA	AB-BA
EMOJOO_00040	DonA	AB
EMOJOO_00045	DonA	AB
EMOJOO_00050	DonA	AB-BA
EMOJOO_00055	DonA	AB
EMOJOO_00065	DonA	AB-ABAB
EMOJOO_00070	DonA	AB
EMOJOO_00075	DonA	AB-ABAB
EMOJOO_00080	DonA	AB-BA
EMOJOO_00085	DonA	AB-ABAB
EMOJOO_00090	DonA	All
EMOJOO_00095	DonA	AB
EMOJOO_00110	DonA	All
EMOJOO_00115	DonA	AB-ABAB
EMOJOO_00120	DonA	AB-ABAB
EMOJOO_00130	DonA	All
EMOJOO_00145	DonA	AB-BA
EMOJOO_00150	DonA	AB-BA
EMOJOO_00155	DonA	All
EMOJOO_00160	DonA	AB-BA
EMOJOO_00165	DonA	All
EMOJOO_00170	DonA	AB-BA
EMOJOO_00175	DonA	AB-BA
EMOJOO_00180	DonA	AB
EMOJOO_00190	DonA	AB
EMOJOO_00195	DonA	AB
EMOJOO_00200	DonA	AB
EMOJOO_00205	DonA	AB-BA
EMOJOO_00210	DonA	All
EMOJOO_00215	DonA	All
EMOJOO_00220	DonA	AB-BA
EMOJOO_00225	DonA	AB-BA
EMOJOO_00230	DonA	All
EMOJOO_00235	DonA	AB-BA
EMOJOO_00240	DonA	All
EMOJOO_00245	DonA	AB-BA
EMOJOO_00250	DonA	AB-BA
EMOJOO_00260	DonA	AB
EMOJOO_00265	DonA	AB-BA
EMOJOO_00295	DonA	All
EMOJOO_00315	DonA	All
EMOJOO_00330	DonA	AB-BA
EMOJOO_00335	DonA	All
EMOJOO_00340	DonA	AB
EMOJOO_00345	DonA	AB-BA
EMOJOO_00350	DonA	AB
EMOJOO_00355	DonA	AB-ABAB
EMOJOO_00360	DonA	AB
EMOJOO_00365	DonA	AB
EMOJOO_00370	DonA	All
EMOJOO_00375	DonA	AB-ABAB
EMOJOO_00380	DonA	AB-BA
EMOJOO_00385	DonA	AB-BA
EMOJOO_00390	DonA	AB-BA
EMOJOO_00395	DonA	AB
EMOJOO_00400	DonA	AB-ABAB
EMOJOO_00405	DonA	AB
EMOJOO_00410	DonA	AB-BA
EMOJOO_00415	DonA	AB
EMOJOO_00420	DonA	AB
EMOJOO_00425	DonA	All
EMOJOO_00430	DonA	AB
EMOJOO_00435	DonA	AB
EMOJOO_00440	DonA	AB
EMOJOO_00445	DonA	All
EMOJOO_00450	DonA	AB-BA
EMOJOO_00455	DonA	AB-BA
EMOJOO_00460	DonA	AB-BA
EMOJOO_00465	DonA	AB-BA
EMOJOO_00470	DonA	All
EMOJOO_00475	DonA	AB
EMOJOO_00480	DonA	AB
EMOJOO_00485	DonA	AB
EMOJOO_00490	DonA	AB
EMOJOO_00495	DonA	AB-BA
EMOJOO_00500	DonA	AB
EMOJOO_00505	DonA	AB-BA
EMOJOO_00510	DonA	AB
EMOJOO_00515	DonA	AB-BA
EMOJOO_00520	DonA	AB
EMOJOO_00525	DonA	AB-ABAB
EMOJOO_00530	DonA	AB-BA
EMOJOO_00535	DonA	AB
EMOJOO_00540	DonA	AB-ABAB
EMOJOO_00545	DonA	AB
EMOJOO_00550	DonA	AB-ABAB
EMOJOO_00555	DonA	AB
EMOJOO_00560	DonA	AB-ABAB
EMOJOO_00565	DonA	All
EMOJOO_00570	DonA	All
EMOJOO_00575	DonA	AB-ABAB
EMOJOO_00580	DonA	AB-BA
EMOJOO_00585	DonA	AB
EMOJOO_00590	DonA	AB
EMOJOO_00595	DonA	AB
EMOJOO_00600	DonA	AB
EMOJOO_00605	DonA	AB
EMOJOO_00610	DonA	AB-BA
EMOJOO_00615	DonA	AB-ABAB
EMOJOO_00620	DonA	AB-BA
EMOJOO_00625	DonA	AB-BA
EMOJOO_00630	DonA	AB
EMOJOO_00635	DonA	AB-BA
EMOJOO_00640	DonA	AB
EMOJOO_00645	DonA	AB-BA
EMOJOO_00650	DonA	All
EMOJOO_00655	DonA	AB-BA
EMOJOO_00660	DonA	All
EMOJOO_00665	DonA	AB-ABAB
EMOJOO_00670	DonA	AB-BA
EMOJOO_00675	DonA	All
EMOJOO_00680	DonA	All
EMOJOO_00685	DonA	AB-BA
EMOJOO_00690	DonA	AB-BA
EMOJOO_00695	DonA	AB-BA
EMOJOO_00700	DonA	All
EMOJOO_00705	DonA	AB-BA
EMOJOO_00710	DonA	AB-BA
EMOJOO_00715	DonA	All
EMOJOO_00720	DonA	AB-BA
EMOJOO_00725	DonA	AB
EMOJOO_00730	DonA	AB-BA
EMOJOO_00735	DonA	AB-ABAB
EMOJOO_00740	DonA	AB-BA
EMOJOO_00745	DonA	AB
EMOJOO_00750	DonA	All
EMOJOO_00755	DonA	AB-BA
EMOJOO_00760	DonA	AB-BA
EMOJOO_00765	DonA	AB
EMOJOO_00785	DonA	AB
EMOJOO_00790	DonA	All
EMOJOO_00795	DonA	All
EMOJOO_00800	DonA	AB-ABAB
EMOJOO_00805	DonA	All
EMOJOO_00810	DonA	All
EMOJOO_00815	DonA	AB-BA
EMOJOO_00820	DonA	AB
EMOJOO_00825	DonA	AB-ABAB
EMOJOO_00830	DonA	AB-BA
EMOJOO_00835	DonA	All
EMOJOO_00840	DonA	AB-BA
EMOJOO_00845	DonA	AB
EMOJOO_00850	DonA	AB
EMOJOO_00855	DonA	All
EMOJOO_00860	DonA	All
EMOJOO_00865	DonA	All
EMOJOO_00870	DonA	AB-ABAB
EMOJOO_00875	DonA	AB
EMOJOO_00880	DonA	AB
EMOJOO_00885	DonA	All
EMOJOO_00890	DonA	All
EMOJOO_00895	DonA	AB-ABAB
EMOJOO_00905	DonA	AB-ABAB
EMOJOO_00910	DonA	AB-ABAB
EMOJOO_00915	DonA	AB-BA
EMOJOO_00920	DonA	AB-BA
EMOJOO_00925	DonA	All
EMOJOO_00930	DonA	AB-ABAB
EMOJOO_00935	DonA	AB-ABAB
EMOJOO_00940	DonA	AB-ABAB
EMOJOO_00945	DonA	All
EMOJOO_00950	DonA	AB
EMOJOO_00955	DonA	AB
EMOJOO_00960	DonA	AB-BA
EMOJOO_00965	DonA	AB
EMOJOO_00970	DonA	AB-ABAB
EMOJOO_00975	DonA	AB-ABAB
EMOJOO_00980	DonA	AB-BA
EMOJOO_00985	DonA	All
EMOJOO_00990	DonA	AB
EMOJOO_00995	DonA	All
EMOJOO_01000	DonA	AB
EMOJOO_01005	DonA	AB
EMOJOO_01010	DonA	All
EMOJOO_01015	DonA	All
EMOJOO_01020	DonA	AB-ABAB
EMOJOO_01025	DonA	AB-BA
EMOJOO_01030	DonA	AB-ABAB
EMOJOO_01035	DonA	AB-ABAB
EMOJOO_01040	DonA	All
EMOJOO_01045	DonA	All
EMOJOO_01050	DonA	AB-BA
EMOJOO_01055	DonA	AB-BA
EMOJOO_01060	DonA	AB-BA
EMOJOO_01065	DonA	AB-BA
EMOJOO_01075	DonA	AB-BA
EMOJOO_01080	DonA	AB
EMOJOO_01090	DonA	AB
EMOJOO_01095	DonA	AB-BA
EMOJOO_01100	DonA	AB
EMOJOO_01110	DonA	AB
EMOJOO_01115	DonA	AB-ABAB
EMOJOO_01120	DonA	AB
EMOJOO_01130	DonA	AB-BA
EMOJOO_01155	DonA	All
EMOJOO_01160	DonA	AB-BA
EMOJOO_01165	DonA	AB-BA
EMOJOO_01170	DonA	AB-ABAB
EMOJOO_01175	DonA	AB
EMOJOO_01180	DonA	AB
EMOJOO_01185	DonA	All
EMOJOO_01190	DonA	AB-BA
EMOJOO_01195	DonA	AB
EMOJOO_01200	DonA	AB-ABAB
EMOJOO_01210	DonA	AB-BA
EMOJOO_01215	DonA	All
EMOJOO_01220	DonA	All
EMOJOO_01225	DonA	AB
EMOJOO_01235	DonA	AB-ABAB
EMOJOO_01240	DonA	AB-ABAB
EMOJOO_01245	DonA	AB-ABAB
EMOJOO_01250	DonA	AB
EMOJOO_01255	DonA	All
EMOJOO_01260	DonA	AB-ABAB
EMOJOO_01265	DonA	AB
EMOJOO_01270	DonA	All
EMOJOO_01275	DonA	All
EMOJOO_01280	DonA	All
EMOJOO_01285	DonA	AB-BA
EMOJOO_01290	DonA	AB-ABAB
EMOJOO_01295	DonA	AB-ABAB
EMOJOO_01300	DonA	All
EMOJOO_01305	DonA	AB
EMOJOO_01310	DonA	AB-BA
EMOJOO_01315	DonA	AB-BA
EMOJOO_01320	DonA	AB
EMOJOO_01325	DonA	AB
EMOJOO_01330	DonA	AB-BA
EMOJOO_01335	DonA	AB
EMOJOO_01340	DonA	AB
EMOJOO_01345	DonA	AB-ABAB
EMOJOO_01350	DonA	AB-ABAB
EMOJOO_01355	DonA	AB-ABAB
EMOJOO_01360	DonA	AB-BA
EMOJOO_01365	DonA	AB
EMOJOO_01370	DonA	AB-ABAB
EMOJOO_01375	DonA	AB-ABAB
EMOJOO_01380	DonA	AB
EMOJOO_01385	DonA	All
EMOJOO_01390	DonA	All
EMOJOO_01400	DonA	All
EMOJOO_01410	DonA	All
EMOJOO_01415	DonA	AB-BA
EMOJOO_01420	DonA	AB-ABAB
EMOJOO_01425	DonA	AB
EMOJOO_01430	DonA	AB
EMOJOO_01435	DonA	AB-ABAB
EMOJOO_01445	DonA	AB
EMOJOO_01450	DonA	AB-BA
EMOJOO_01455	DonA	All
EMOJOO_01460	DonA	AB-BA
EMOJOO_01470	DonA	AB-ABAB
EMOJOO_01475	DonA	AB
EMOJOO_01480	DonA	AB
EMOJOO_01485	DonA	AB
EMOJOO_01490	DonA	AB-BA
EMOJOO_01495	DonA	AB-ABAB
EMOJOO_01500	DonA	All
EMOJOO_01505	DonA	All
EMOJOO_01515	DonA	AB
EMOJOO_01525	DonA	AB
EMOJOO_01530	DonA	All
EMOJOO_01535	DonA	AB-BA
EMOJOO_01540	DonA	AB-BA
EMOJOO_01545	DonA	AB-BA
EMOJOO_01550	DonA	All
EMOJOO_01555	DonA	AB-BA
EMOJOO_01565	DonA	All
EMOJOO_01575	DonA	All
EMOJOO_01580	DonA	AB-ABAB
EMOJOO_01585	DonA	AB-ABAB
EMOJOO_01590	DonA	AB-ABAB
EMOJOO_01595	DonA	AB-BA
EMOJOO_01600	DonA	AB-ABAB
EMOJOO_01605	DonA	AB-ABAB
EMOJOO_01610	DonA	AB
EMOJOO_01615	DonA	All
EMOJOO_01620	DonA	AB-ABAB
EMOJOO_01625	DonA	AB-ABAB
EMOJOO_01630	DonA	AB-BA
EMOJOO_01640	DonA	AB-BA
EMOJOO_01650	DonA	AB-BA
EMOJOO_01655	DonA	AB-BA
EMOJOO_01660	DonA	All
EMOJOO_01665	DonA	All
EMOJOO_01675	DonA	AB-BA
EMOJOO_01680	DonA	AB-ABAB
EMOJOO_01685	DonA	All
EMOJOO_01690	DonA	AB-BA
EMOJOO_01695	DonA	AB-ABAB
EMOJOO_01700	DonA	All
EMOJOO_01705	DonA	All
EMOJOO_01710	DonA	All
EMOJOO_01715	DonA	All
EMOJOO_01720	DonA	AB-ABAB
EMOJOO_01725	DonA	AB
EMOJOO_01730	DonA	All
EMOJOO_01735	DonA	AB-BA
EMOJOO_01740	DonA	AB-BA
EMOJOO_01745	DonA	AB-BA
EMOJOO_01750	DonA	AB
EMOJOO_01755	DonA	AB-ABAB
EMOJOO_01760	DonA	AB
EMOJOO_01765	DonA	AB-BA
EMOJOO_01770	DonA	AB-BA
EMOJOO_01775	DonA	AB-BA
EMOJOO_01780	DonA	AB-BA
EMOJOO_01790	DonA	AB
EMOJOO_01805	DonA	All
EMOJOO_01815	DonA	AB
EMOJOO_01825	DonA	All
EMOJOO_01835	DonA	AB-BA
EMOJOO_01840	DonA	AB
EMOJOO_01855	DonA	AB
EMOJOO_01860	DonA	AB-ABAB
EMOJOO_01865	DonA	AB-ABAB
EMOJOO_01870	DonA	AB
EMOJOO_01875	DonA	All
EMOJOO_01880	DonA	All
EMOJOO_01885	DonA	All
EMOJOO_01890	DonA	AB
EMOJOO_01895	DonA	AB-BA
EMOJOO_01900	DonA	AB
EMOJOO_01905	DonA	AB
EMOJOO_01910	DonA	AB-BA
EMOJOO_01915	DonA	AB
EMOJOO_01920	DonA	AB
EMOJOO_01925	DonA	AB-ABAB
EMOJOO_01930	DonA	AB-ABAB
EMOJOO_01945	DonA	AB
EMOJOO_01950	DonA	AB
EMOJOO_01955	DonA	AB-BA
EMOJOO_01960	DonA	AB
EMOJOO_01970	DonA	AB
EMOJOO_01975	DonA	AB-BA
EMOJOO_01980	DonA	AB
EMOJOO_01990	DonA	All
EMOJOO_01995	DonA	All
EMOJOO_02000	DonA	All
EMOJOO_02005	DonA	AB-ABAB
EMOJOO_02010	DonA	AB-ABAB
EMOJOO_02020	DonA	AB-ABAB
EMOJOO_02030	DonA	AB-BA
EMOJOO_02040	DonA	AB-BA
EMOJOO_02045	DonA	AB-ABAB
EMOJOO_02055	DonA	All
EMOJOO_02060	DonA	AB-BA
EMOJOO_02065	DonA	AB-ABAB
EMOJOO_02070	DonA	AB-BA
EMOJOO_02075	DonA	AB-ABAB
EMOJOO_02080	DonA	AB
EMOJOO_02085	DonA	AB-BA
EMOJOO_02090	DonA	All
EMOJOO_02095	DonA	AB-ABAB
EMOJOO_02100	DonA	All
EMOJOO_02105	DonA	AB-ABAB
EMOJOO_02110	DonA	AB-BA
EMOJOO_02115	DonA	AB
EMOJOO_02120	DonA	AB
EMOJOO_02125	DonA	AB
EMOJOO_02130	DonA	AB-BA
EMOJOO_02170	DonA	AB
EMOJOO_02200	DonA	AB
EMOJOO_02290	DonA	AB
EMOJOO_03030	DonA	AB
EMOJOO_04370	DonA	AB
EMOJOO_04730	DonA	AB
EMOJOO_04740	DonA	AB-BA
EMOJOO_04795	DonA	AB
EMOJOO_04815	DonA	AB
EMOJOO_06835	DonA	AB-BA
EMOJOO_06840	DonA	AB-ABAB
EMOJOO_06845	DonA	AB-BA
EMOJOO_06850	DonA	All
EMOJOO_06865	DonA	AB-BA
EMOJOO_06870	DonA	AB-BA
EMOJOO_06875	DonA	AB-BA
EMOJOO_06880	DonA	AB-BA
EMOJOO_06885	DonA	AB
EMOJOO_06890	DonA	AB
EMOJOO_06895	DonA	AB-BA
EMOJOO_06900	DonA	AB
EMOJOO_06905	DonA	AB-BA
EMOJOO_06920	DonA	All
EMOJOO_06925	DonA	AB-ABAB
EMOJOO_06935	DonA	AB
EMOJOO_06940	DonA	All
EMOJOO_06945	DonA	All
EMOJOO_06965	DonA	AB-ABAB
EMOJOO_06970	DonA	AB-BA
EMOJOO_06975	DonA	AB-BA
EMOJOO_06980	DonA	AB-BA
EMOJOO_06985	DonA	AB-BA
EMOJOO_06990	DonA	AB
EMOJOO_06995	DonA	AB
EMOJOO_07000	DonA	AB-ABAB
EMOJOO_07005	DonA	AB-ABAB
EMOJOO_07010	DonA	AB-BA
EMOJOO_07015	DonA	AB-BA
EMOJOO_07020	DonA	AB-ABAB
EMOJOO_07025	DonA	AB
EMOJOO_07030	DonA	AB-ABAB
EMOJOO_07045	DonA	AB
EMOJOO_07050	DonA	AB-ABAB
EMOJOO_07065	DonA	All
EMOJOO_07070	DonA	AB-BA
EMOJOO_07075	DonA	AB
EMOJOO_07080	DonA	AB
EMOJOO_07085	DonA	AB
EMOJOO_07090	DonA	AB-ABAB
EMOJOO_07095	DonA	AB-ABAB
EMOJOO_07100	DonA	AB-BA
EMOJOO_07105	DonA	AB-BA
EMOJOO_07110	DonA	AB-BA
EMOJOO_07115	DonA	AB
EMOJOO_07135	DonA	AB-BA
EMOJOO_07145	DonA	AB
EMOJOO_07150	DonA	AB-BA
EMOJOO_07155	DonA	AB-BA
EMOJOO_07160	DonA	AB-BA
EMOJOO_07165	DonA	AB-BA
EMOJOO_07170	DonA	AB-ABAB
EMOJOO_07175	DonA	AB
EMOJOO_07185	DonA	All
EMOJOO_07190	DonA	AB-ABAB
EMOJOO_07195	DonA	AB-ABAB
EMOJOO_07200	DonA	AB-BA
EMOJOO_07205	DonA	All
EMOJOO_07210	DonA	AB
EMOJOO_07215	DonA	AB
EMOJOO_07220	DonA	AB-BA
EMOJOO_07225	DonA	AB-BA
EMOJOO_07230	DonA	AB
EMOJOO_07235	DonA	AB-BA
EMOJOO_07240	DonA	AB
EMOJOO_07245	DonA	AB-BA
EMOJOO_07250	DonA	All
EMOJOO_07255	DonA	AB-BA
EMOJOO_07260	DonA	AB-BA
EMOJOO_07265	DonA	AB
EMOJOO_07270	DonA	AB-ABAB
EMOJOO_07275	DonA	All
EMOJOO_07280	DonA	AB
EMOJOO_07285	DonA	AB
EMOJOO_07290	DonA	AB
EMOJOO_07295	DonA	AB
EMOJOO_07300	DonA	All
EMOJOO_07305	DonA	AB-ABAB
EMOJOO_07310	DonA	AB
EMOJOO_07315	DonA	AB
EMOJOO_07335	DonA	AB
EMOJOO_07340	DonA	AB
EMOJOO_07345	DonA	AB-BA
EMOJOO_07350	DonA	AB
EMOJOO_07370	DonA	All
EMOJOO_07375	DonA	AB-ABAB
EMOJOO_07380	DonA	AB
EMOJOO_07385	DonA	AB-BA
EMOJOO_07390	DonA	All
EMOJOO_07395	DonA	All
EMOJOO_07400	DonA	AB-BA
EMOJOO_07405	DonA	AB
EMOJOO_07410	DonA	AB-BA
EMOJOO_07415	DonA	AB
EMOJOO_07420	DonA	AB
EMOJOO_07430	DonA	AB
EMOJOO_07435	DonA	AB
EMOJOO_07440	DonA	AB
EMOJOO_07450	DonA	AB
EMOJOO_07455	DonA	AB
EMOJOO_07460	DonA	AB-BA
EMOJOO_07465	DonA	AB
EMOJOO_07470	DonA	AB-BA
EMOJOO_07480	DonA	AB-BA
EMOJOO_07485	DonA	AB-BA
EMOJOO_07490	DonA	AB
EMOJOO_07495	DonA	AB-BA
EMOJOO_07500	DonA	AB
EMOJOO_07505	DonA	AB
EMOJOO_07510	DonA	AB-ABAB
EMOJOO_07515	DonA	AB
EMOJOO_07520	DonA	AB-ABAB
EMOJOO_07525	DonA	All
EMOJOO_07530	DonA	All
EMOJOO_07535	DonA	AB-BA
EMOJOO_07560	DonA	AB
EMOJOO_07565	DonA	AB
EMOJOO_07570	DonA	AB
EMOJOO_07585	DonA	AB
EMOJOO_07590	DonA	AB
EMOJOO_07605	DonA	AB-BA
EMOJOO_07610	DonA	AB-BA
EMOJOO_07615	DonA	AB-BA
EMOJOO_07620	DonA	AB
EMOJOO_07625	DonA	AB
EMOJOO_07635	DonA	AB
EMOJOO_07640	DonA	AB-BA
EMOJOO_07645	DonA	AB-ABAB
EMOJOO_07650	DonA	AB
EMOJOO_07660	DonA	AB-BA
EMOJOO_07675	DonA	AB-BA
EMOJOO_07680	DonA	AB
EMOJOO_07685	DonA	AB-ABAB
EMOJOO_07690	DonA	AB-BA
EMOJOO_07695	DonA	AB-BA
EMOJOO_07700	DonA	AB-BA
EMOJOO_07710	DonA	AB-BA
EMOJOO_07715	DonA	AB
EMOJOO_07720	DonA	AB
EMOJOO_07725	DonA	All
EMOJOO_07730	DonA	AB
EMOJOO_07740	DonA	AB-BA
EMOJOO_07745	DonA	AB
EMOJOO_07750	DonA	AB
EMOJOO_07755	DonA	AB-BA
EMOJOO_07760	DonA	AB
EMOJOO_07765	DonA	AB
EMOJOO_07770	DonA	AB
EMOJOO_07775	DonA	AB
EMOJOO_07780	DonA	AB-BA
EMOJOO_07795	DonA	AB
EMOJOO_07800	DonA	AB
EMOJOO_07805	DonA	AB
EMOJOO_07810	DonA	AB-ABAB
EMOJOO_07820	DonA	AB
EMOJOO_07825	DonA	AB
EMOJOO_07830	DonA	AB
EMOJOO_07835	DonA	AB
EMOJOO_07840	DonA	AB-BA
EMOJOO_07845	DonA	AB-ABAB
EMOJOO_07850	DonA	AB
EMOJOO_07855	DonA	AB-BA
EMOJOO_07860	DonA	AB
EMOJOO_07865	DonA	AB-BA
EMOJOO_07870	DonA	AB-BA
EMOJOO_07875	DonA	AB-BA
EMOJOO_07880	DonA	AB
EMOJOO_07890	DonA	AB-ABAB
EMOJOO_07895	DonA	AB-ABAB
EMOJOO_07900	DonA	All
EMOJOO_07905	DonA	AB
EMOJOO_07910	DonA	AB
EMOJOO_07915	DonA	AB-ABAB
EMOJOO_07920	DonA	AB-BA
EMOJOO_07925	DonA	AB
EMOJOO_07930	DonA	AB
EMOJOO_07935	DonA	AB-BA
EMOJOO_07940	DonA	AB-BA
EMOJOO_07955	DonA	AB-BA
EMOJOO_07960	DonA	AB-BA
EMOJOO_07965	DonA	AB-BA
EMOJOO_07970	DonA	AB
EMOJOO_07975	DonA	AB
EMOJOO_07980	DonA	AB
EMOJOO_07985	DonA	AB
EMOJOO_1000955	DonA	All
EMOJOO_1000960	DonA	AB
EMOJOO_1000975	DonA	AB
EMOJOO_1001595	DonA	AB
EMOJOO_1001770	DonA	AB-ABAB
EMOJOO_1003060	DonA	AB
EMOJOO_1004975	DonA	AB-ABAB
EMOJOO_1004985	DonA	AB-BA
EMOJOO_1005395	DonA	AB
EMOJOO_100575	DonA	AB
EMOJOO_100580	DonA	AB
EMOJOO_100600	DonA	AB
EMOJOO_100605	DonA	AB
EMOJOO_1006130	DonA	AB
EMOJOO_1007715	DonA	AB-BA
EMOJOO_1007720	DonA	All
EMOJOO_1007910	DonA	AB-BA
EMOJOO_1007915	DonA	AB
EMOJOO_1007920	DonA	AB-BA
EMOJOO_1007925	DonA	AB-BA
EMOJOO_1007975	DonA	AB
EMOJOO_1007995	DonA	AB
EMOJOO_1009250	DonA	AB
EMOJOO_1009255	DonA	AB
EMOJOO_1009720	DonA	AB-ABAB
EMOJOO_1009730	DonA	AB
EMOJOO_1009735	DonA	AB
EMOJOO_1009755	DonA	AB-ABAB
EMOJOO_1010675	DonA	AB
EMOJOO_1011700	DonA	AB
EMOJOO_1012845	DonA	AB
EMOJOO_1012865	DonA	AB
EMOJOO_1012870	DonA	AB
EMOJOO_1014225	DonA	AB
EMOJOO_1014235	DonA	AB
EMOJOO_1014915	DonA	AB
EMOJOO_1016920	DonA	AB
EMOJOO_1017160	DonA	All
EMOJOO_1020000	DonA	AB-ABAB
EMOJOO_1020020	DonA	All
EMOJOO_1020025	DonA	All
EMOJOO_1020200	DonA	AB
EMOJOO_1020205	DonA	AB-BA
EMOJOO_1020210	DonA	AB
EMOJOO_1020220	DonA	AB-BA
EMOJOO_1020225	DonA	AB
EMOJOO_1021580	DonA	AB
EMOJOO_1021585	DonA	AB
EMOJOO_1021590	DonA	AB
EMOJOO_1021595	DonA	AB
EMOJOO_1021605	DonA	AB-BA
EMOJOO_1021610	DonA	AB
EMOJOO_1021615	DonA	AB
EMOJOO_1021620	DonA	AB-BA
EMOJOO_1021625	DonA	AB-BA
EMOJOO_1021630	DonA	AB
EMOJOO_1021645	DonA	AB
EMOJOO_1021930	DonA	All
EMOJOO_1021955	DonA	AB
EMOJOO_1022110	DonA	AB-BA
EMOJOO_1022115	DonA	All
EMOJOO_1022120	DonA	All
EMOJOO_1022125	DonA	All
EMOJOO_1022130	DonA	All
EMOJOO_1022185	DonA	All
EMOJOO_1022525	DonA	AB
EMOJOO_1023590	DonA	AB
EMOJOO_1023795	DonA	AB
EMOJOO_1024430	DonA	AB-BA
EMOJOO_1024435	DonA	AB
EMOJOO_1024440	DonA	AB-BA
EMOJOO_1024445	DonA	AB
EMOJOO_1024450	DonA	AB
EMOJOO_1024455	DonA	AB-BA
EMOJOO_1024460	DonA	AB-BA
EMOJOO_1024465	DonA	AB
EMOJOO_1024470	DonA	AB-BA
EMOJOO_1024475	DonA	AB-BA
EMOJOO_1024480	DonA	AB
EMOJOO_1024485	DonA	AB-BA
EMOJOO_1024490	DonA	All
EMOJOO_1027440	DonA	All
EMOJOO_1027450	DonA	AB-BA
EMOJOO_1028065	DonA	All
EMOJOO_1029080	DonA	AB
EMOJOO_1029780	DonA	AB
EMOJOO_1029785	DonA	AB
EMOJOO_1029805	DonA	AB
EMOJOO_1031210	DonA	AB-BA
EMOJOO_1031410	DonA	All
EMOJOO_1031415	DonA	All
EMOJOO_1031420	DonA	All
EMOJOO_103320	DonA	AB
EMOJOO_1034185	DonA	All
EMOJOO_1038415	DonA	All
EMOJOO_1038420	DonA	AB-BA
EMOJOO_1038425	DonA	All
EMOJOO_1038860	DonA	AB
EMOJOO_1038955	DonA	AB-ABAB
EMOJOO_103905	DonA	AB
EMOJOO_103935	DonA	AB
EMOJOO_1040300	DonA	AB
EMOJOO_1040305	DonA	All
EMOJOO_1040310	DonA	AB-BA
EMOJOO_1040315	DonA	AB-BA
EMOJOO_104060	DonA	AB
EMOJOO_1040610	DonA	AB
EMOJOO_104105	DonA	AB
EMOJOO_1041565	DonA	AB
EMOJOO_1041570	DonA	AB
EMOJOO_1042545	DonA	AB
EMOJOO_1043140	DonA	All
EMOJOO_1044620	DonA	AB
EMOJOO_1047285	DonA	AB-BA
EMOJOO_1047290	DonA	AB-BA
EMOJOO_1047295	DonA	AB-BA
EMOJOO_1047305	DonA	AB
EMOJOO_1048710	DonA	AB
EMOJOO_1049765	DonA	AB
EMOJOO_1049775	DonA	AB
EMOJOO_104980	DonA	AB
EMOJOO_1050330	DonA	All
EMOJOO_1050335	DonA	AB-ABAB
EMOJOO_1050340	DonA	All
EMOJOO_1050345	DonA	All
EMOJOO_105040	DonA	AB
EMOJOO_105045	DonA	AB-ABAB
EMOJOO_105050	DonA	AB
EMOJOO_105060	DonA	AB
EMOJOO_105070	DonA	AB
EMOJOO_105075	DonA	AB
EMOJOO_105165	DonA	AB
EMOJOO_1052130	DonA	AB
EMOJOO_1052150	DonA	AB
EMOJOO_105275	DonA	AB
EMOJOO_1052935	DonA	AB
EMOJOO_1053655	DonA	AB
EMOJOO_1054680	DonA	All
EMOJOO_1055055	DonA	AB-BA
EMOJOO_1055830	DonA	AB-BA
EMOJOO_1055835	DonA	AB-BA
EMOJOO_1055840	DonA	AB-BA
EMOJOO_1055845	DonA	AB-BA
EMOJOO_1055850	DonA	AB-BA
EMOJOO_1055855	DonA	AB-BA
EMOJOO_1058870	DonA	AB
EMOJOO_1058875	DonA	AB
EMOJOO_1058880	DonA	AB
EMOJOO_1061160	DonA	AB
EMOJOO_1061165	DonA	AB-BA
EMOJOO_1061170	DonA	AB-ABAB
EMOJOO_1061180	DonA	AB-BA
EMOJOO_1061595	DonA	AB
EMOJOO_1064740	DonA	AB
EMOJOO_106495	DonA	AB
EMOJOO_106505	DonA	AB
EMOJOO_106510	DonA	AB
EMOJOO_106555	DonA	AB
EMOJOO_106560	DonA	AB
EMOJOO_1065690	DonA	All
EMOJOO_1065695	DonA	All
EMOJOO_1065705	DonA	AB
EMOJOO_1065710	DonA	AB
EMOJOO_106575	DonA	AB
EMOJOO_106585	DonA	AB
EMOJOO_106590	DonA	AB
EMOJOO_106600	DonA	AB
EMOJOO_106615	DonA	AB
EMOJOO_106630	DonA	AB
EMOJOO_106635	DonA	AB
EMOJOO_106645	DonA	AB
EMOJOO_106650	DonA	AB
EMOJOO_106665	DonA	AB
EMOJOO_106670	DonA	AB
EMOJOO_106675	DonA	AB
EMOJOO_106680	DonA	AB
EMOJOO_106685	DonA	AB
EMOJOO_106690	DonA	AB
EMOJOO_1066945	DonA	AB-BA
EMOJOO_106695	DonA	AB
EMOJOO_106710	DonA	AB
EMOJOO_106720	DonA	AB
EMOJOO_1067420	DonA	AB
EMOJOO_106750	DonA	AB
EMOJOO_106755	DonA	AB
EMOJOO_106785	DonA	AB
EMOJOO_106795	DonA	AB
EMOJOO_1067985	DonA	AB
EMOJOO_1067990	DonA	AB-ABAB
EMOJOO_106805	DonA	AB
EMOJOO_106810	DonA	AB
EMOJOO_106840	DonA	AB
EMOJOO_106845	DonA	AB
EMOJOO_106850	DonA	AB
EMOJOO_106860	DonA	AB
