gene_id	Donor	ptype
EMOJOO_1329505	DonA	ABAB
EMOJOO_1331560	DonA	ABAB
EMOJOO_1333455	DonA	ABAB
EMOJOO_1333615	DonA	BA-ABAB
EMOJOO_1335680	DonA	BA-ABAB
EMOJOO_134155	DonA	ABAB
EMOJOO_1342215	DonA	BA-ABAB
EMOJOO_1347765	DonA	BA-ABAB
EMOJOO_1351820	DonA	BA-ABAB
EMOJOO_1354420	DonA	ABAB
EMOJOO_1356080	DonA	ABAB
EMOJOO_1359665	DonA	ABAB
EMOJOO_1361100	DonA	ABAB
EMOJOO_1361885	DonA	ABAB
EMOJOO_1361900	DonA	ABAB
EMOJOO_1362810	DonA	BA-ABAB
EMOJOO_1365950	DonA	ABAB
EMOJOO_1368955	DonA	BA-ABAB
EMOJOO_1369220	DonA	BA-ABAB
EMOJOO_1373340	DonA	ABAB
EMOJOO_1379760	DonA	BA-ABAB
EMOJOO_1383725	DonA	ABAB
EMOJOO_1384330	DonA	ABAB
EMOJOO_1387910	DonA	ABAB
EMOJOO_13915	DonA	BA-ABAB
EMOJOO_1392275	DonA	ABAB
EMOJOO_13930	DonA	ABAB
EMOJOO_1393525	DonA	ABAB
EMOJOO_13950	DonA	ABAB
EMOJOO_1397240	DonA	BA-ABAB
EMOJOO_1398260	DonA	ABAB
EMOJOO_1400530	DonA	ABAB
EMOJOO_1403220	DonA	ABAB
EMOJOO_1403610	DonA	ABAB
EMOJOO_1403615	DonA	ABAB
EMOJOO_1405015	DonA	BA-ABAB
EMOJOO_1405445	DonA	ABAB
EMOJOO_1407935	DonA	ABAB
EMOJOO_1410520	DonA	BA-ABAB
EMOJOO_141090	DonA	ABAB
EMOJOO_141095	DonA	ABAB
EMOJOO_141145	DonA	ABAB
EMOJOO_141150	DonA	ABAB
EMOJOO_141155	DonA	ABAB
EMOJOO_141160	DonA	ABAB
EMOJOO_1411675	DonA	ABAB
EMOJOO_141175	DonA	ABAB
EMOJOO_141185	DonA	ABAB
EMOJOO_141195	DonA	ABAB
EMOJOO_141200	DonA	ABAB
EMOJOO_141205	DonA	ABAB
EMOJOO_141220	DonA	ABAB
EMOJOO_141225	DonA	ABAB
EMOJOO_141230	DonA	ABAB
EMOJOO_141250	DonA	ABAB
EMOJOO_141260	DonA	ABAB
EMOJOO_141265	DonA	ABAB
EMOJOO_141270	DonA	ABAB
EMOJOO_141290	DonA	ABAB
EMOJOO_141305	DonA	ABAB
EMOJOO_141310	DonA	ABAB
EMOJOO_141315	DonA	ABAB
EMOJOO_141325	DonA	ABAB
EMOJOO_141330	DonA	ABAB
EMOJOO_141345	DonA	ABAB
EMOJOO_141370	DonA	ABAB
EMOJOO_141380	DonA	ABAB
EMOJOO_141385	DonA	ABAB
EMOJOO_141395	DonA	ABAB
EMOJOO_141415	DonA	ABAB
EMOJOO_141420	DonA	ABAB
EMOJOO_141440	DonA	ABAB
EMOJOO_141495	DonA	ABAB
EMOJOO_1415360	DonA	ABAB
EMOJOO_1418605	DonA	BA-ABAB
EMOJOO_1419525	DonA	BA-ABAB
EMOJOO_1424400	DonA	BA-ABAB
EMOJOO_1426015	DonA	ABAB
EMOJOO_1429970	DonA	ABAB
EMOJOO_1430000	DonA	BA-ABAB
EMOJOO_143250	DonA	BA-ABAB
EMOJOO_143270	DonA	BA-ABAB
EMOJOO_143300	DonA	BA-ABAB
EMOJOO_143380	DonA	BA-ABAB
EMOJOO_143430	DonA	BA-ABAB
EMOJOO_143520	DonA	BA-ABAB
EMOJOO_143540	DonA	ABAB
EMOJOO_143545	DonA	BA-ABAB
EMOJOO_1435760	DonA	ABAB
EMOJOO_143640	DonA	BA-ABAB
EMOJOO_1437545	DonA	ABAB
EMOJOO_1437550	DonA	ABAB
EMOJOO_1439950	DonA	ABAB
EMOJOO_1441025	DonA	ABAB
EMOJOO_1441965	DonA	ABAB
EMOJOO_1443840	DonA	BA-ABAB
EMOJOO_144890	DonA	BA-ABAB
EMOJOO_144955	DonA	BA-ABAB
EMOJOO_144970	DonA	ABAB
EMOJOO_144975	DonA	ABAB
EMOJOO_145075	DonA	BA-ABAB
EMOJOO_145185	DonA	ABAB
EMOJOO_1455795	DonA	ABAB
EMOJOO_145615	DonA	ABAB
EMOJOO_1461200	DonA	ABAB
EMOJOO_1467705	DonA	BA-ABAB
EMOJOO_1467720	DonA	ABAB
EMOJOO_14680	DonA	BA-ABAB
EMOJOO_1468145	DonA	BA-ABAB
EMOJOO_1468800	DonA	BA-ABAB
EMOJOO_146905	DonA	ABAB
EMOJOO_1474195	DonA	ABAB
EMOJOO_147560	DonA	ABAB
EMOJOO_14780	DonA	BA-ABAB
EMOJOO_1480095	DonA	ABAB
EMOJOO_1482660	DonA	BA-ABAB
EMOJOO_148270	DonA	BA-ABAB
EMOJOO_148500	DonA	ABAB
EMOJOO_1487700	DonA	ABAB
EMOJOO_1493295	DonA	ABAB
EMOJOO_1493300	DonA	ABAB
EMOJOO_149830	DonA	ABAB
EMOJOO_149840	DonA	ABAB
EMOJOO_149855	DonA	ABAB
EMOJOO_149895	DonA	ABAB
EMOJOO_149925	DonA	ABAB
EMOJOO_149935	DonA	ABAB
EMOJOO_149940	DonA	ABAB
EMOJOO_149975	DonA	ABAB
EMOJOO_149985	DonA	ABAB
EMOJOO_1499955	DonA	BA-ABAB
EMOJOO_150010	DonA	ABAB
EMOJOO_150020	DonA	ABAB
EMOJOO_150025	DonA	ABAB
EMOJOO_150035	DonA	ABAB
EMOJOO_150045	DonA	ABAB
EMOJOO_150055	DonA	ABAB
EMOJOO_150060	DonA	ABAB
EMOJOO_1500690	DonA	ABAB
EMOJOO_150100	DonA	ABAB
EMOJOO_150130	DonA	ABAB
EMOJOO_150135	DonA	ABAB
EMOJOO_150140	DonA	ABAB
EMOJOO_150155	DonA	ABAB
EMOJOO_150180	DonA	ABAB
EMOJOO_1501830	DonA	BA-ABAB
EMOJOO_150205	DonA	ABAB
EMOJOO_150210	DonA	ABAB
EMOJOO_150215	DonA	ABAB
EMOJOO_150230	DonA	ABAB
EMOJOO_1503635	DonA	BA-ABAB
EMOJOO_1503920	DonA	ABAB
EMOJOO_150435	DonA	ABAB
EMOJOO_1505135	DonA	BA-ABAB
EMOJOO_1505410	DonA	BA-ABAB
EMOJOO_15060	DonA	BA-ABAB
EMOJOO_1506060	DonA	BA-ABAB
EMOJOO_1506065	DonA	ABAB
EMOJOO_1507670	DonA	BA-ABAB
EMOJOO_1511225	DonA	ABAB
EMOJOO_1511230	DonA	BA-ABAB
EMOJOO_1511235	DonA	BA-ABAB
EMOJOO_15135	DonA	BA-ABAB
EMOJOO_15140	DonA	BA-ABAB
EMOJOO_1517010	DonA	ABAB
EMOJOO_151760	DonA	ABAB
EMOJOO_1518455	DonA	ABAB
EMOJOO_1522260	DonA	ABAB
EMOJOO_1523060	DonA	ABAB
EMOJOO_1523070	DonA	BA-ABAB
EMOJOO_1524995	DonA	BA-ABAB
EMOJOO_1525480	DonA	ABAB
EMOJOO_1532240	DonA	BA-ABAB
EMOJOO_1532755	DonA	ABAB
EMOJOO_1534635	DonA	BA-ABAB
EMOJOO_1535790	DonA	ABAB
EMOJOO_1535800	DonA	ABAB
EMOJOO_15380	DonA	ABAB
EMOJOO_153825	DonA	ABAB
EMOJOO_153840	DonA	ABAB
EMOJOO_153845	DonA	ABAB
EMOJOO_153855	DonA	ABAB
EMOJOO_153900	DonA	ABAB
EMOJOO_153920	DonA	ABAB
EMOJOO_153930	DonA	ABAB
EMOJOO_153965	DonA	ABAB
EMOJOO_153970	DonA	ABAB
EMOJOO_153980	DonA	ABAB
EMOJOO_153985	DonA	ABAB
EMOJOO_153990	DonA	ABAB
EMOJOO_1540110	DonA	BA-ABAB
EMOJOO_154050	DonA	ABAB
EMOJOO_154055	DonA	ABAB
EMOJOO_1540810	DonA	BA-ABAB
EMOJOO_154085	DonA	ABAB
EMOJOO_154090	DonA	ABAB
EMOJOO_154110	DonA	ABAB
EMOJOO_154125	DonA	ABAB
EMOJOO_154130	DonA	ABAB
EMOJOO_1541530	DonA	ABAB
EMOJOO_154160	DonA	ABAB
EMOJOO_154175	DonA	ABAB
EMOJOO_154190	DonA	ABAB
EMOJOO_15430	DonA	BA-ABAB
EMOJOO_1544725	DonA	ABAB
EMOJOO_1544740	DonA	ABAB
EMOJOO_1548340	DonA	BA-ABAB
EMOJOO_1550020	DonA	BA-ABAB
EMOJOO_1552000	DonA	BA-ABAB
EMOJOO_1552820	DonA	BA-ABAB
EMOJOO_155340	DonA	ABAB
EMOJOO_1553810	DonA	ABAB
EMOJOO_1555940	DonA	BA-ABAB
EMOJOO_156065	DonA	ABAB
EMOJOO_1563565	DonA	ABAB
EMOJOO_1564090	DonA	ABAB
EMOJOO_1567310	DonA	BA-ABAB
EMOJOO_1571175	DonA	ABAB
EMOJOO_1573945	DonA	ABAB
EMOJOO_1574195	DonA	ABAB
EMOJOO_1574775	DonA	ABAB
EMOJOO_1576650	DonA	BA-ABAB
EMOJOO_157775	DonA	ABAB
EMOJOO_1580330	DonA	ABAB
EMOJOO_1583745	DonA	ABAB
EMOJOO_1593145	DonA	BA-ABAB
EMOJOO_1593420	DonA	ABAB
EMOJOO_1593425	DonA	ABAB
EMOJOO_159405	DonA	ABAB
EMOJOO_1594260	DonA	BA-ABAB
EMOJOO_1594465	DonA	BA-ABAB
EMOJOO_1594740	DonA	ABAB
EMOJOO_159565	DonA	ABAB
EMOJOO_159625	DonA	ABAB
EMOJOO_1596265	DonA	BA-ABAB
EMOJOO_159630	DonA	ABAB
EMOJOO_159695	DonA	ABAB
EMOJOO_1609620	DonA	BA-ABAB
EMOJOO_1610330	DonA	BA-ABAB
EMOJOO_1610970	DonA	BA-ABAB
EMOJOO_1612245	DonA	ABAB
EMOJOO_1612600	DonA	ABAB
EMOJOO_1616155	DonA	BA-ABAB
EMOJOO_1617175	DonA	BA-ABAB
EMOJOO_1619585	DonA	ABAB
EMOJOO_1622290	DonA	BA-ABAB
EMOJOO_1623110	DonA	ABAB
EMOJOO_1625110	DonA	BA-ABAB
EMOJOO_163060	DonA	ABAB
EMOJOO_1630745	DonA	ABAB
EMOJOO_1631865	DonA	BA-ABAB
EMOJOO_1632650	DonA	BA-ABAB
EMOJOO_1632660	DonA	ABAB
EMOJOO_1634055	DonA	ABAB
EMOJOO_163805	DonA	ABAB
EMOJOO_163830	DonA	ABAB
EMOJOO_1638305	DonA	ABAB
EMOJOO_163840	DonA	ABAB
EMOJOO_1640295	DonA	ABAB
EMOJOO_1640795	DonA	BA-ABAB
EMOJOO_164085	DonA	ABAB
EMOJOO_1642180	DonA	ABAB
EMOJOO_1642770	DonA	BA-ABAB
EMOJOO_1643870	DonA	ABAB
EMOJOO_1647435	DonA	ABAB
EMOJOO_1654415	DonA	BA-ABAB
EMOJOO_1654420	DonA	BA-ABAB
EMOJOO_1654670	DonA	BA-ABAB
EMOJOO_1654990	DonA	ABAB
EMOJOO_1657820	DonA	ABAB
EMOJOO_1658280	DonA	ABAB
EMOJOO_1658290	DonA	ABAB
EMOJOO_1658535	DonA	ABAB
EMOJOO_1659760	DonA	ABAB
EMOJOO_1666065	DonA	BA-ABAB
EMOJOO_1668255	DonA	ABAB
EMOJOO_1670140	DonA	BA-ABAB
EMOJOO_1674465	DonA	ABAB
EMOJOO_1680555	DonA	BA-ABAB
EMOJOO_1682410	DonA	BA-ABAB
EMOJOO_1683420	DonA	ABAB
EMOJOO_1689530	DonA	ABAB
EMOJOO_1691780	DonA	ABAB
EMOJOO_1692750	DonA	BA-ABAB
EMOJOO_1694985	DonA	BA-ABAB
EMOJOO_1695330	DonA	ABAB
EMOJOO_1697820	DonA	ABAB
EMOJOO_1698445	DonA	BA-ABAB
EMOJOO_1700390	DonA	ABAB
EMOJOO_1704515	DonA	ABAB
EMOJOO_1704935	DonA	ABAB
EMOJOO_1710155	DonA	BA-ABAB
EMOJOO_1710790	DonA	BA-ABAB
EMOJOO_171270	DonA	ABAB
EMOJOO_1716380	DonA	ABAB
EMOJOO_1717190	DonA	ABAB
EMOJOO_171820	DonA	ABAB
EMOJOO_174200	DonA	ABAB
EMOJOO_174385	DonA	BA-ABAB
EMOJOO_174620	DonA	ABAB
EMOJOO_174655	DonA	ABAB
EMOJOO_174685	DonA	ABAB
EMOJOO_174710	DonA	ABAB
EMOJOO_174780	DonA	ABAB
EMOJOO_175380	DonA	ABAB
EMOJOO_175405	DonA	ABAB
EMOJOO_175420	DonA	BA-ABAB
EMOJOO_175885	DonA	ABAB
EMOJOO_175895	DonA	ABAB
EMOJOO_175925	DonA	ABAB
EMOJOO_175955	DonA	ABAB
EMOJOO_176040	DonA	ABAB
EMOJOO_176045	DonA	ABAB
EMOJOO_176060	DonA	ABAB
EMOJOO_176120	DonA	ABAB
EMOJOO_176150	DonA	ABAB
EMOJOO_176175	DonA	ABAB
EMOJOO_176180	DonA	ABAB
EMOJOO_176190	DonA	ABAB
EMOJOO_177140	DonA	ABAB
EMOJOO_178910	DonA	ABAB
EMOJOO_178915	DonA	ABAB
EMOJOO_178920	DonA	ABAB
EMOJOO_178925	DonA	ABAB
EMOJOO_178930	DonA	ABAB
EMOJOO_178935	DonA	ABAB
EMOJOO_178950	DonA	ABAB
EMOJOO_178975	DonA	ABAB
EMOJOO_178980	DonA	ABAB
EMOJOO_179005	DonA	ABAB
EMOJOO_179010	DonA	ABAB
EMOJOO_179015	DonA	ABAB
EMOJOO_179040	DonA	ABAB
EMOJOO_179055	DonA	ABAB
EMOJOO_179070	DonA	ABAB
EMOJOO_179085	DonA	ABAB
EMOJOO_179105	DonA	ABAB
EMOJOO_179110	DonA	ABAB
EMOJOO_179115	DonA	ABAB
EMOJOO_179125	DonA	ABAB
EMOJOO_179150	DonA	ABAB
EMOJOO_179165	DonA	ABAB
EMOJOO_179175	DonA	ABAB
EMOJOO_184535	DonA	ABAB
EMOJOO_184545	DonA	ABAB
EMOJOO_184575	DonA	ABAB
EMOJOO_184590	DonA	ABAB
EMOJOO_184595	DonA	ABAB
EMOJOO_184620	DonA	ABAB
EMOJOO_184625	DonA	ABAB
EMOJOO_184640	DonA	ABAB
EMOJOO_184645	DonA	ABAB
EMOJOO_184650	DonA	ABAB
EMOJOO_184660	DonA	ABAB
EMOJOO_184715	DonA	ABAB
EMOJOO_184720	DonA	ABAB
EMOJOO_184730	DonA	ABAB
EMOJOO_184745	DonA	ABAB
EMOJOO_184750	DonA	ABAB
EMOJOO_184760	DonA	ABAB
EMOJOO_184770	DonA	ABAB
EMOJOO_184780	DonA	ABAB
EMOJOO_184805	DonA	ABAB
EMOJOO_186550	DonA	ABAB
EMOJOO_190300	DonA	ABAB
EMOJOO_191355	DonA	BA-ABAB
EMOJOO_191460	DonA	ABAB
EMOJOO_191465	DonA	BA-ABAB
EMOJOO_191500	DonA	BA-ABAB
EMOJOO_191535	DonA	ABAB
EMOJOO_192680	DonA	ABAB
EMOJOO_192695	DonA	ABAB
EMOJOO_192710	DonA	ABAB
EMOJOO_192735	DonA	ABAB
EMOJOO_192740	DonA	ABAB
EMOJOO_192755	DonA	ABAB
EMOJOO_192775	DonA	ABAB
EMOJOO_192795	DonA	ABAB
EMOJOO_192805	DonA	ABAB
EMOJOO_192815	DonA	ABAB
EMOJOO_192840	DonA	ABAB
EMOJOO_192850	DonA	ABAB
EMOJOO_192865	DonA	ABAB
EMOJOO_192870	DonA	ABAB
EMOJOO_192900	DonA	ABAB
EMOJOO_192930	DonA	ABAB
EMOJOO_192965	DonA	ABAB
EMOJOO_192970	DonA	ABAB
EMOJOO_192985	DonA	ABAB
EMOJOO_192990	DonA	ABAB
EMOJOO_193000	DonA	ABAB
EMOJOO_193025	DonA	ABAB
EMOJOO_193050	DonA	ABAB
EMOJOO_193055	DonA	ABAB
EMOJOO_193060	DonA	ABAB
EMOJOO_193085	DonA	ABAB
EMOJOO_193095	DonA	ABAB
EMOJOO_193105	DonA	ABAB
EMOJOO_193110	DonA	ABAB
EMOJOO_193410	DonA	ABAB
EMOJOO_195840	DonA	ABAB
EMOJOO_195870	DonA	ABAB
EMOJOO_195880	DonA	BA-ABAB
EMOJOO_195980	DonA	BA-ABAB
EMOJOO_196000	DonA	BA-ABAB
EMOJOO_196055	DonA	BA-ABAB
EMOJOO_196070	DonA	BA-ABAB
EMOJOO_196095	DonA	ABAB
EMOJOO_198745	DonA	BA-ABAB
EMOJOO_198830	DonA	BA-ABAB
EMOJOO_200020	DonA	ABAB
EMOJOO_200025	DonA	ABAB
EMOJOO_200030	DonA	ABAB
EMOJOO_200035	DonA	ABAB
EMOJOO_200040	DonA	ABAB
EMOJOO_200070	DonA	ABAB
EMOJOO_200095	DonA	ABAB
EMOJOO_200100	DonA	ABAB
EMOJOO_200115	DonA	ABAB
EMOJOO_200120	DonA	ABAB
EMOJOO_200125	DonA	ABAB
EMOJOO_200130	DonA	ABAB
EMOJOO_200155	DonA	ABAB
EMOJOO_200200	DonA	ABAB
EMOJOO_200205	DonA	ABAB
EMOJOO_200220	DonA	ABAB
EMOJOO_200225	DonA	ABAB
EMOJOO_200245	DonA	ABAB
EMOJOO_200295	DonA	ABAB
EMOJOO_201345	DonA	BA-ABAB
EMOJOO_201645	DonA	ABAB
EMOJOO_207225	DonA	BA-ABAB
EMOJOO_208285	DonA	ABAB
EMOJOO_208515	DonA	ABAB
EMOJOO_209470	DonA	ABAB
EMOJOO_209545	DonA	ABAB
EMOJOO_209555	DonA	ABAB
EMOJOO_209570	DonA	ABAB
EMOJOO_209580	DonA	BA-ABAB
EMOJOO_209630	DonA	ABAB
EMOJOO_209680	DonA	ABAB
EMOJOO_210880	DonA	ABAB
EMOJOO_210885	DonA	ABAB
EMOJOO_210905	DonA	ABAB
EMOJOO_210915	DonA	ABAB
EMOJOO_210935	DonA	ABAB
EMOJOO_210955	DonA	ABAB
EMOJOO_210990	DonA	ABAB
EMOJOO_210995	DonA	ABAB
EMOJOO_211010	DonA	ABAB
EMOJOO_211020	DonA	ABAB
EMOJOO_211040	DonA	ABAB
EMOJOO_211070	DonA	ABAB
EMOJOO_211090	DonA	ABAB
EMOJOO_211100	DonA	ABAB
EMOJOO_211110	DonA	ABAB
EMOJOO_211125	DonA	ABAB
EMOJOO_211140	DonA	ABAB
EMOJOO_211145	DonA	ABAB
EMOJOO_211150	DonA	ABAB
EMOJOO_211170	DonA	ABAB
EMOJOO_211205	DonA	ABAB
EMOJOO_213165	DonA	ABAB
EMOJOO_213170	DonA	ABAB
EMOJOO_213200	DonA	ABAB
EMOJOO_213205	DonA	ABAB
EMOJOO_213210	DonA	ABAB
EMOJOO_213220	DonA	ABAB
EMOJOO_213225	DonA	ABAB
EMOJOO_213240	DonA	ABAB
EMOJOO_213280	DonA	ABAB
EMOJOO_213320	DonA	ABAB
EMOJOO_213340	DonA	ABAB
EMOJOO_213350	DonA	ABAB
EMOJOO_213355	DonA	ABAB
EMOJOO_213360	DonA	ABAB
EMOJOO_213395	DonA	ABAB
EMOJOO_213405	DonA	ABAB
EMOJOO_214615	DonA	ABAB
EMOJOO_218865	DonA	BA-ABAB
EMOJOO_218975	DonA	BA-ABAB
EMOJOO_219170	DonA	ABAB
EMOJOO_219180	DonA	ABAB
EMOJOO_219220	DonA	ABAB
EMOJOO_219235	DonA	ABAB
EMOJOO_219265	DonA	ABAB
EMOJOO_219275	DonA	ABAB
EMOJOO_219305	DonA	ABAB
EMOJOO_219310	DonA	ABAB
EMOJOO_219335	DonA	ABAB
EMOJOO_219370	DonA	ABAB
EMOJOO_219375	DonA	ABAB
EMOJOO_219385	DonA	ABAB
EMOJOO_219405	DonA	ABAB
EMOJOO_222050	DonA	ABAB
EMOJOO_222150	DonA	ABAB
EMOJOO_222160	DonA	ABAB
EMOJOO_222635	DonA	ABAB
EMOJOO_222725	DonA	ABAB
EMOJOO_222915	DonA	ABAB
EMOJOO_222930	DonA	ABAB
EMOJOO_224750	DonA	BA-ABAB
EMOJOO_224825	DonA	BA-ABAB
EMOJOO_224865	DonA	ABAB
EMOJOO_225655	DonA	BA-ABAB
EMOJOO_225675	DonA	ABAB
EMOJOO_225795	DonA	ABAB
EMOJOO_228925	DonA	ABAB
EMOJOO_230105	DonA	ABAB
EMOJOO_230140	DonA	ABAB
EMOJOO_230160	DonA	ABAB
EMOJOO_230205	DonA	ABAB
EMOJOO_230210	DonA	ABAB
EMOJOO_230245	DonA	ABAB
EMOJOO_230255	DonA	ABAB
EMOJOO_230305	DonA	ABAB
EMOJOO_230315	DonA	ABAB
EMOJOO_230320	DonA	ABAB
EMOJOO_230330	DonA	ABAB
EMOJOO_230345	DonA	ABAB
EMOJOO_230355	DonA	ABAB
EMOJOO_230365	DonA	ABAB
EMOJOO_230390	DonA	ABAB
EMOJOO_23175	DonA	ABAB
EMOJOO_23330	DonA	ABAB
EMOJOO_233740	DonA	BA-ABAB
EMOJOO_234045	DonA	BA-ABAB
EMOJOO_234345	DonA	ABAB
EMOJOO_234615	DonA	BA-ABAB
EMOJOO_234620	DonA	ABAB
EMOJOO_234625	DonA	ABAB
EMOJOO_234645	DonA	BA-ABAB
EMOJOO_234695	DonA	BA-ABAB
EMOJOO_23490	DonA	ABAB
EMOJOO_234975	DonA	ABAB
EMOJOO_234990	DonA	ABAB
EMOJOO_234995	DonA	ABAB
EMOJOO_235020	DonA	ABAB
EMOJOO_235030	DonA	ABAB
EMOJOO_23505	DonA	ABAB
EMOJOO_235060	DonA	ABAB
EMOJOO_235080	DonA	ABAB
EMOJOO_235160	DonA	ABAB
EMOJOO_235195	DonA	ABAB
EMOJOO_23525	DonA	ABAB
EMOJOO_23805	DonA	BA-ABAB
EMOJOO_238075	DonA	ABAB
EMOJOO_239155	DonA	ABAB
EMOJOO_24370	DonA	BA-ABAB
EMOJOO_24395	DonA	BA-ABAB
EMOJOO_24400	DonA	ABAB
EMOJOO_244000	DonA	ABAB
EMOJOO_244015	DonA	ABAB
EMOJOO_244040	DonA	ABAB
EMOJOO_244085	DonA	ABAB
EMOJOO_244105	DonA	ABAB
EMOJOO_244115	DonA	ABAB
EMOJOO_244120	DonA	ABAB
EMOJOO_244135	DonA	ABAB
EMOJOO_244145	DonA	ABAB
EMOJOO_244170	DonA	ABAB
EMOJOO_244180	DonA	ABAB
EMOJOO_244185	DonA	ABAB
EMOJOO_24455	DonA	ABAB
EMOJOO_24575	DonA	BA-ABAB
EMOJOO_246200	DonA	ABAB
EMOJOO_246210	DonA	ABAB
EMOJOO_246220	DonA	ABAB
EMOJOO_246225	DonA	ABAB
EMOJOO_246235	DonA	ABAB
EMOJOO_246275	DonA	ABAB
EMOJOO_246280	DonA	ABAB
EMOJOO_246310	DonA	ABAB
EMOJOO_246330	DonA	ABAB
EMOJOO_246360	DonA	ABAB
EMOJOO_246385	DonA	ABAB
EMOJOO_246390	DonA	ABAB
EMOJOO_246405	DonA	ABAB
EMOJOO_246415	DonA	ABAB
EMOJOO_246420	DonA	ABAB
EMOJOO_246430	DonA	ABAB
EMOJOO_246445	DonA	ABAB
EMOJOO_247370	DonA	ABAB
EMOJOO_247390	DonA	ABAB
EMOJOO_24745	DonA	BA-ABAB
EMOJOO_247490	DonA	ABAB
EMOJOO_248495	DonA	ABAB
EMOJOO_248505	DonA	ABAB
EMOJOO_248515	DonA	ABAB
EMOJOO_248535	DonA	ABAB
EMOJOO_248550	DonA	ABAB
EMOJOO_248555	DonA	ABAB
EMOJOO_248580	DonA	ABAB
EMOJOO_248585	DonA	ABAB
EMOJOO_248650	DonA	ABAB
EMOJOO_248655	DonA	ABAB
EMOJOO_248690	DonA	ABAB
EMOJOO_248695	DonA	ABAB
EMOJOO_24870	DonA	ABAB
EMOJOO_248705	DonA	ABAB
EMOJOO_249005	DonA	BA-ABAB
EMOJOO_249030	DonA	BA-ABAB
EMOJOO_249120	DonA	BA-ABAB
EMOJOO_249130	DonA	ABAB
EMOJOO_252320	DonA	ABAB
EMOJOO_252495	DonA	ABAB
EMOJOO_252505	DonA	ABAB
EMOJOO_252560	DonA	ABAB
EMOJOO_25325	DonA	ABAB
EMOJOO_25395	DonA	ABAB
EMOJOO_254710	DonA	BA-ABAB
EMOJOO_25520	DonA	ABAB
EMOJOO_25675	DonA	ABAB
EMOJOO_261935	DonA	ABAB
EMOJOO_262670	DonA	BA-ABAB
EMOJOO_266840	DonA	ABAB
EMOJOO_266885	DonA	ABAB
EMOJOO_266905	DonA	ABAB
EMOJOO_266985	DonA	ABAB
EMOJOO_270890	DonA	BA-ABAB
EMOJOO_270905	DonA	ABAB
EMOJOO_271070	DonA	BA-ABAB
EMOJOO_27610	DonA	ABAB
EMOJOO_27670	DonA	BA-ABAB
EMOJOO_278285	DonA	ABAB
EMOJOO_278605	DonA	BA-ABAB
EMOJOO_278655	DonA	ABAB
EMOJOO_278740	DonA	ABAB
EMOJOO_280255	DonA	ABAB
EMOJOO_28160	DonA	BA-ABAB
EMOJOO_281870	DonA	ABAB
EMOJOO_282565	DonA	ABAB
EMOJOO_28325	DonA	ABAB
EMOJOO_284610	DonA	ABAB
EMOJOO_284615	DonA	ABAB
EMOJOO_284630	DonA	ABAB
EMOJOO_284645	DonA	ABAB
EMOJOO_284655	DonA	ABAB
EMOJOO_284665	DonA	ABAB
EMOJOO_284675	DonA	ABAB
EMOJOO_284690	DonA	ABAB
EMOJOO_284695	DonA	ABAB
EMOJOO_284725	DonA	ABAB
EMOJOO_284735	DonA	ABAB
EMOJOO_284750	DonA	ABAB
EMOJOO_284755	DonA	ABAB
EMOJOO_284760	DonA	ABAB
EMOJOO_284770	DonA	ABAB
EMOJOO_284775	DonA	ABAB
EMOJOO_284785	DonA	ABAB
EMOJOO_284800	DonA	ABAB
EMOJOO_291300	DonA	ABAB
EMOJOO_291305	DonA	ABAB
EMOJOO_291390	DonA	ABAB
EMOJOO_291430	DonA	ABAB
EMOJOO_291440	DonA	ABAB
EMOJOO_291450	DonA	ABAB
EMOJOO_291460	DonA	ABAB
EMOJOO_291480	DonA	ABAB
EMOJOO_296740	DonA	ABAB
EMOJOO_296780	DonA	ABAB
EMOJOO_29860	DonA	ABAB
EMOJOO_298630	DonA	ABAB
EMOJOO_298635	DonA	ABAB
EMOJOO_298655	DonA	ABAB
EMOJOO_298670	DonA	ABAB
EMOJOO_298685	DonA	ABAB
EMOJOO_298695	DonA	ABAB
EMOJOO_298700	DonA	ABAB
EMOJOO_298710	DonA	ABAB
EMOJOO_298715	DonA	ABAB
EMOJOO_298745	DonA	ABAB
EMOJOO_298755	DonA	ABAB
EMOJOO_298760	DonA	ABAB
EMOJOO_298815	DonA	ABAB
EMOJOO_303220	DonA	ABAB
EMOJOO_303235	DonA	ABAB
EMOJOO_303315	DonA	ABAB
EMOJOO_305535	DonA	ABAB
EMOJOO_305540	DonA	ABAB
EMOJOO_305545	DonA	ABAB
EMOJOO_305585	DonA	ABAB
EMOJOO_305645	DonA	ABAB
EMOJOO_305655	DonA	ABAB
EMOJOO_305660	DonA	ABAB
EMOJOO_305680	DonA	ABAB
EMOJOO_305685	DonA	ABAB
EMOJOO_305700	DonA	ABAB
EMOJOO_305705	DonA	ABAB
EMOJOO_305720	DonA	ABAB
EMOJOO_307330	DonA	BA-ABAB
EMOJOO_307420	DonA	ABAB
EMOJOO_307430	DonA	ABAB
EMOJOO_307440	DonA	BA-ABAB
EMOJOO_307465	DonA	ABAB
EMOJOO_307795	DonA	ABAB
EMOJOO_311415	DonA	ABAB
EMOJOO_312410	DonA	ABAB
EMOJOO_312420	DonA	ABAB
EMOJOO_312510	DonA	ABAB
EMOJOO_313450	DonA	ABAB
EMOJOO_313665	DonA	BA-ABAB
EMOJOO_314900	DonA	ABAB
EMOJOO_314945	DonA	BA-ABAB
EMOJOO_315080	DonA	BA-ABAB
EMOJOO_315365	DonA	ABAB
