Group,feature,n_detected,n_total,Donor,gene_id,order
AB,DonA__EMOJOO_541850,10,10,DonA,EMOJOO_541850,first
AB,DonA__EMOJOO_541855,10,10,DonA,EMOJOO_541855,first
AB,DonA__EMOJOO_541860,10,10,DonA,EMOJOO_541860,first
AB,DonA__EMOJOO_541870,10,10,DonA,EMOJOO_541870,first
AB,DonA__EMOJOO_541880,10,10,DonA,EMOJOO_541880,first
AB,DonA__EMOJOO_541885,10,10,DonA,EMOJOO_541885,first
AB,DonA__EMOJOO_541895,10,10,DonA,EMOJOO_541895,first
AB,DonA__EMOJOO_541900,10,10,DonA,EMOJOO_541900,first
AB,DonA__EMOJOO_541905,10,10,DonA,EMOJOO_541905,first
AB,DonA__EMOJOO_541910,10,10,DonA,EMOJOO_541910,first
AB,DonA__EMOJOO_541935,10,10,DonA,EMOJOO_541935,first
AB,DonA__EMOJOO_541945,10,10,DonA,EMOJOO_541945,first
AB,DonA__EMOJOO_542705,10,10,DonA,EMOJOO_542705,first
AB,DonA__EMOJOO_54300,10,10,DonA,EMOJOO_54300,first
AB,DonA__EMOJOO_543015,10,10,DonA,EMOJOO_543015,first
AB,DonA__EMOJOO_54340,10,10,DonA,EMOJOO_54340,first
AB,DonA__EMOJOO_54495,10,10,DonA,EMOJOO_54495,first
AB,DonA__EMOJOO_54525,10,10,DonA,EMOJOO_54525,first
AB,DonA__EMOJOO_54655,10,10,DonA,EMOJOO_54655,first
AB,DonA__EMOJOO_54660,10,10,DonA,EMOJOO_54660,first
AB,DonA__EMOJOO_549005,10,10,DonA,EMOJOO_549005,first
AB,DonA__EMOJOO_549060,10,10,DonA,EMOJOO_549060,first
AB,DonA__EMOJOO_549080,10,10,DonA,EMOJOO_549080,first
AB,DonA__EMOJOO_550400,10,10,DonA,EMOJOO_550400,first
AB,DonA__EMOJOO_551530,10,10,DonA,EMOJOO_551530,first
AB,DonA__EMOJOO_551535,10,10,DonA,EMOJOO_551535,first
AB,DonA__EMOJOO_551540,10,10,DonA,EMOJOO_551540,first
AB,DonA__EMOJOO_551550,10,10,DonA,EMOJOO_551550,first
AB,DonA__EMOJOO_551555,10,10,DonA,EMOJOO_551555,first
AB,DonA__EMOJOO_551580,10,10,DonA,EMOJOO_551580,first
AB,DonA__EMOJOO_551585,10,10,DonA,EMOJOO_551585,first
AB,DonA__EMOJOO_551595,10,10,DonA,EMOJOO_551595,first
AB,DonA__EMOJOO_551600,10,10,DonA,EMOJOO_551600,first
AB,DonA__EMOJOO_551605,10,10,DonA,EMOJOO_551605,first
AB,DonA__EMOJOO_551610,10,10,DonA,EMOJOO_551610,first
AB,DonA__EMOJOO_551625,10,10,DonA,EMOJOO_551625,first
AB,DonA__EMOJOO_551665,10,10,DonA,EMOJOO_551665,first
AB,DonA__EMOJOO_551670,10,10,DonA,EMOJOO_551670,first
AB,DonA__EMOJOO_551675,10,10,DonA,EMOJOO_551675,first
AB,DonA__EMOJOO_555050,10,10,DonA,EMOJOO_555050,first
AB,DonA__EMOJOO_559165,10,10,DonA,EMOJOO_559165,first
AB,DonA__EMOJOO_559170,10,10,DonA,EMOJOO_559170,first
AB,DonA__EMOJOO_559645,10,10,DonA,EMOJOO_559645,first
AB,DonA__EMOJOO_559650,10,10,DonA,EMOJOO_559650,first
AB,DonA__EMOJOO_559660,10,10,DonA,EMOJOO_559660,first
AB,DonA__EMOJOO_559690,10,10,DonA,EMOJOO_559690,first
AB,DonA__EMOJOO_559705,10,10,DonA,EMOJOO_559705,first
AB,DonA__EMOJOO_559720,10,10,DonA,EMOJOO_559720,first
AB,DonA__EMOJOO_559730,10,10,DonA,EMOJOO_559730,first
AB,DonA__EMOJOO_559735,10,10,DonA,EMOJOO_559735,first
AB,DonA__EMOJOO_559755,10,10,DonA,EMOJOO_559755,first
AB,DonA__EMOJOO_559775,10,10,DonA,EMOJOO_559775,first
AB,DonA__EMOJOO_560365,10,10,DonA,EMOJOO_560365,first
AB,DonA__EMOJOO_560370,10,10,DonA,EMOJOO_560370,first
AB,DonA__EMOJOO_560375,10,10,DonA,EMOJOO_560375,first
AB,DonA__EMOJOO_561490,10,10,DonA,EMOJOO_561490,first
AB,DonA__EMOJOO_56160,10,10,DonA,EMOJOO_56160,first
AB,DonA__EMOJOO_56185,10,10,DonA,EMOJOO_56185,first
AB,DonA__EMOJOO_56190,10,10,DonA,EMOJOO_56190,first
AB,DonA__EMOJOO_56195,10,10,DonA,EMOJOO_56195,first
AB,DonA__EMOJOO_56200,10,10,DonA,EMOJOO_56200,first
AB,DonA__EMOJOO_56210,10,10,DonA,EMOJOO_56210,first
AB,DonA__EMOJOO_56220,10,10,DonA,EMOJOO_56220,first
AB,DonA__EMOJOO_56230,10,10,DonA,EMOJOO_56230,first
AB,DonA__EMOJOO_56235,10,10,DonA,EMOJOO_56235,first
AB,DonA__EMOJOO_56260,10,10,DonA,EMOJOO_56260,first
AB,DonA__EMOJOO_56265,10,10,DonA,EMOJOO_56265,first
AB,DonA__EMOJOO_56270,10,10,DonA,EMOJOO_56270,first
AB,DonA__EMOJOO_562745,10,10,DonA,EMOJOO_562745,first
AB,DonA__EMOJOO_56315,10,10,DonA,EMOJOO_56315,first
AB,DonA__EMOJOO_56325,10,10,DonA,EMOJOO_56325,first
AB,DonA__EMOJOO_56340,10,10,DonA,EMOJOO_56340,first
AB,DonA__EMOJOO_56345,10,10,DonA,EMOJOO_56345,first
AB,DonA__EMOJOO_563490,10,10,DonA,EMOJOO_563490,first
AB,DonA__EMOJOO_563495,10,10,DonA,EMOJOO_563495,first
AB,DonA__EMOJOO_56350,10,10,DonA,EMOJOO_56350,first
AB,DonA__EMOJOO_563515,10,10,DonA,EMOJOO_563515,first
AB,DonA__EMOJOO_563525,10,10,DonA,EMOJOO_563525,first
AB,DonA__EMOJOO_563530,10,10,DonA,EMOJOO_563530,first
AB,DonA__EMOJOO_56355,10,10,DonA,EMOJOO_56355,first
AB,DonA__EMOJOO_56400,10,10,DonA,EMOJOO_56400,first
AB,DonA__EMOJOO_56450,10,10,DonA,EMOJOO_56450,first
AB,DonA__EMOJOO_56470,10,10,DonA,EMOJOO_56470,first
AB,DonA__EMOJOO_56505,10,10,DonA,EMOJOO_56505,first
AB,DonA__EMOJOO_56515,10,10,DonA,EMOJOO_56515,first
AB,DonA__EMOJOO_56520,10,10,DonA,EMOJOO_56520,first
AB,DonA__EMOJOO_565295,10,10,DonA,EMOJOO_565295,first
AB,DonA__EMOJOO_56535,10,10,DonA,EMOJOO_56535,first
AB,DonA__EMOJOO_565360,10,10,DonA,EMOJOO_565360,first
AB,DonA__EMOJOO_56560,10,10,DonA,EMOJOO_56560,first
AB,DonA__EMOJOO_56595,10,10,DonA,EMOJOO_56595,first
AB,DonA__EMOJOO_56600,10,10,DonA,EMOJOO_56600,first
AB,DonA__EMOJOO_566315,10,10,DonA,EMOJOO_566315,first
AB,DonA__EMOJOO_566320,10,10,DonA,EMOJOO_566320,first
AB,DonA__EMOJOO_56665,10,10,DonA,EMOJOO_56665,first
AB,DonA__EMOJOO_56670,10,10,DonA,EMOJOO_56670,first
AB,DonA__EMOJOO_56675,10,10,DonA,EMOJOO_56675,first
AB,DonA__EMOJOO_56680,10,10,DonA,EMOJOO_56680,first
AB,DonA__EMOJOO_566860,10,10,DonA,EMOJOO_566860,first
AB,DonA__EMOJOO_566910,10,10,DonA,EMOJOO_566910,first
AB,DonA__EMOJOO_56735,10,10,DonA,EMOJOO_56735,first
AB,DonA__EMOJOO_56740,10,10,DonA,EMOJOO_56740,first
AB,DonA__EMOJOO_567525,10,10,DonA,EMOJOO_567525,first
AB,DonA__EMOJOO_56755,10,10,DonA,EMOJOO_56755,first
AB,DonA__EMOJOO_567570,10,10,DonA,EMOJOO_567570,first
AB,DonA__EMOJOO_568900,10,10,DonA,EMOJOO_568900,first
AB,DonA__EMOJOO_570845,10,10,DonA,EMOJOO_570845,first
AB,DonA__EMOJOO_572680,10,10,DonA,EMOJOO_572680,first
AB,DonA__EMOJOO_573855,10,10,DonA,EMOJOO_573855,first
AB,DonA__EMOJOO_574020,10,10,DonA,EMOJOO_574020,first
AB,DonA__EMOJOO_574045,10,10,DonA,EMOJOO_574045,first
AB,DonA__EMOJOO_576555,10,10,DonA,EMOJOO_576555,first
AB,DonA__EMOJOO_578615,10,10,DonA,EMOJOO_578615,first
AB,DonA__EMOJOO_578620,10,10,DonA,EMOJOO_578620,first
AB,DonA__EMOJOO_578625,10,10,DonA,EMOJOO_578625,first
AB,DonA__EMOJOO_578640,10,10,DonA,EMOJOO_578640,first
AB,DonA__EMOJOO_578645,10,10,DonA,EMOJOO_578645,first
AB,DonA__EMOJOO_578650,10,10,DonA,EMOJOO_578650,first
AB,DonA__EMOJOO_578655,10,10,DonA,EMOJOO_578655,first
AB,DonA__EMOJOO_578660,10,10,DonA,EMOJOO_578660,first
AB,DonA__EMOJOO_578670,10,10,DonA,EMOJOO_578670,first
AB,DonA__EMOJOO_578675,10,10,DonA,EMOJOO_578675,first
AB,DonA__EMOJOO_578680,10,10,DonA,EMOJOO_578680,first
AB,DonA__EMOJOO_578690,10,10,DonA,EMOJOO_578690,first
AB,DonA__EMOJOO_578695,10,10,DonA,EMOJOO_578695,first
AB,DonA__EMOJOO_578705,10,10,DonA,EMOJOO_578705,first
AB,DonA__EMOJOO_578710,10,10,DonA,EMOJOO_578710,first
AB,DonA__EMOJOO_578715,10,10,DonA,EMOJOO_578715,first
AB,DonA__EMOJOO_580140,10,10,DonA,EMOJOO_580140,first
AB,DonA__EMOJOO_580150,10,10,DonA,EMOJOO_580150,first
AB,DonA__EMOJOO_580160,10,10,DonA,EMOJOO_580160,first
AB,DonA__EMOJOO_580170,10,10,DonA,EMOJOO_580170,first
AB,DonA__EMOJOO_580180,10,10,DonA,EMOJOO_580180,first
AB,DonA__EMOJOO_580185,10,10,DonA,EMOJOO_580185,first
AB,DonA__EMOJOO_580190,10,10,DonA,EMOJOO_580190,first
AB,DonA__EMOJOO_584390,10,10,DonA,EMOJOO_584390,first
AB,DonA__EMOJOO_584400,10,10,DonA,EMOJOO_584400,first
AB,DonA__EMOJOO_584405,10,10,DonA,EMOJOO_584405,first
AB,DonA__EMOJOO_584425,10,10,DonA,EMOJOO_584425,first
AB,DonA__EMOJOO_584555,10,10,DonA,EMOJOO_584555,first
AB,DonA__EMOJOO_584590,10,10,DonA,EMOJOO_584590,first
AB,DonA__EMOJOO_584605,10,10,DonA,EMOJOO_584605,first
AB,DonA__EMOJOO_584635,10,10,DonA,EMOJOO_584635,first
AB,DonA__EMOJOO_584640,10,10,DonA,EMOJOO_584640,first
AB,DonA__EMOJOO_586110,10,10,DonA,EMOJOO_586110,first
AB,DonA__EMOJOO_586150,10,10,DonA,EMOJOO_586150,first
AB,DonA__EMOJOO_586260,10,10,DonA,EMOJOO_586260,first
AB,DonA__EMOJOO_586265,10,10,DonA,EMOJOO_586265,first
AB,DonA__EMOJOO_586280,10,10,DonA,EMOJOO_586280,first
AB,DonA__EMOJOO_58800,10,10,DonA,EMOJOO_58800,first
AB,DonA__EMOJOO_58810,10,10,DonA,EMOJOO_58810,first
AB,DonA__EMOJOO_58815,10,10,DonA,EMOJOO_58815,first
AB,DonA__EMOJOO_58820,10,10,DonA,EMOJOO_58820,first
AB,DonA__EMOJOO_58835,10,10,DonA,EMOJOO_58835,first
AB,DonA__EMOJOO_58860,10,10,DonA,EMOJOO_58860,first
AB,DonA__EMOJOO_58880,10,10,DonA,EMOJOO_58880,first
AB,DonA__EMOJOO_58885,10,10,DonA,EMOJOO_58885,first
AB,DonA__EMOJOO_58910,10,10,DonA,EMOJOO_58910,first
AB,DonA__EMOJOO_58920,10,10,DonA,EMOJOO_58920,first
AB,DonA__EMOJOO_58925,10,10,DonA,EMOJOO_58925,first
AB,DonA__EMOJOO_589340,10,10,DonA,EMOJOO_589340,first
AB,DonA__EMOJOO_58940,10,10,DonA,EMOJOO_58940,first
AB,DonA__EMOJOO_589415,10,10,DonA,EMOJOO_589415,first
AB,DonA__EMOJOO_589430,10,10,DonA,EMOJOO_589430,first
AB,DonA__EMOJOO_58960,10,10,DonA,EMOJOO_58960,first
AB,DonA__EMOJOO_58985,10,10,DonA,EMOJOO_58985,first
AB,DonA__EMOJOO_58995,10,10,DonA,EMOJOO_58995,first
AB,DonA__EMOJOO_59000,10,10,DonA,EMOJOO_59000,first
AB,DonA__EMOJOO_59005,10,10,DonA,EMOJOO_59005,first
AB,DonA__EMOJOO_59020,10,10,DonA,EMOJOO_59020,first
AB,DonA__EMOJOO_59040,10,10,DonA,EMOJOO_59040,first
AB,DonA__EMOJOO_59045,10,10,DonA,EMOJOO_59045,first
AB,DonA__EMOJOO_59055,10,10,DonA,EMOJOO_59055,first
AB,DonA__EMOJOO_59060,10,10,DonA,EMOJOO_59060,first
AB,DonA__EMOJOO_59065,10,10,DonA,EMOJOO_59065,first
AB,DonA__EMOJOO_59075,10,10,DonA,EMOJOO_59075,first
AB,DonA__EMOJOO_59085,10,10,DonA,EMOJOO_59085,first
AB,DonA__EMOJOO_59100,10,10,DonA,EMOJOO_59100,first
AB,DonA__EMOJOO_59110,10,10,DonA,EMOJOO_59110,first
AB,DonA__EMOJOO_59125,10,10,DonA,EMOJOO_59125,first
AB,DonA__EMOJOO_59145,10,10,DonA,EMOJOO_59145,first
AB,DonA__EMOJOO_59165,10,10,DonA,EMOJOO_59165,first
AB,DonA__EMOJOO_59170,10,10,DonA,EMOJOO_59170,first
AB,DonA__EMOJOO_59175,10,10,DonA,EMOJOO_59175,first
AB,DonA__EMOJOO_59220,10,10,DonA,EMOJOO_59220,first
AB,DonA__EMOJOO_59235,10,10,DonA,EMOJOO_59235,first
AB,DonA__EMOJOO_59240,10,10,DonA,EMOJOO_59240,first
AB,DonA__EMOJOO_59245,10,10,DonA,EMOJOO_59245,first
AB,DonA__EMOJOO_59250,10,10,DonA,EMOJOO_59250,first
AB,DonA__EMOJOO_59255,10,10,DonA,EMOJOO_59255,first
AB,DonA__EMOJOO_59270,10,10,DonA,EMOJOO_59270,first
AB,DonA__EMOJOO_59280,10,10,DonA,EMOJOO_59280,first
AB,DonA__EMOJOO_59285,10,10,DonA,EMOJOO_59285,first
AB,DonA__EMOJOO_59295,10,10,DonA,EMOJOO_59295,first
AB,DonA__EMOJOO_59300,10,10,DonA,EMOJOO_59300,first
AB,DonA__EMOJOO_59310,10,10,DonA,EMOJOO_59310,first
AB,DonA__EMOJOO_59320,10,10,DonA,EMOJOO_59320,first
AB,DonA__EMOJOO_59330,10,10,DonA,EMOJOO_59330,first
AB,DonA__EMOJOO_59335,10,10,DonA,EMOJOO_59335,first
AB,DonA__EMOJOO_59385,10,10,DonA,EMOJOO_59385,first
AB,DonA__EMOJOO_59390,10,10,DonA,EMOJOO_59390,first
AB,DonA__EMOJOO_594015,10,10,DonA,EMOJOO_594015,first
AB,DonA__EMOJOO_594020,10,10,DonA,EMOJOO_594020,first
AB,DonA__EMOJOO_59530,10,10,DonA,EMOJOO_59530,first
AB,DonA__EMOJOO_596880,10,10,DonA,EMOJOO_596880,first
AB,DonA__EMOJOO_596885,10,10,DonA,EMOJOO_596885,first
AB,DonA__EMOJOO_596890,10,10,DonA,EMOJOO_596890,first
AB,DonA__EMOJOO_596895,10,10,DonA,EMOJOO_596895,first
AB,DonA__EMOJOO_596900,10,10,DonA,EMOJOO_596900,first
AB,DonA__EMOJOO_596905,10,10,DonA,EMOJOO_596905,first
AB,DonA__EMOJOO_596910,10,10,DonA,EMOJOO_596910,first
AB,DonA__EMOJOO_596920,10,10,DonA,EMOJOO_596920,first
AB,DonA__EMOJOO_596925,10,10,DonA,EMOJOO_596925,first
AB,DonA__EMOJOO_596930,10,10,DonA,EMOJOO_596930,first
AB,DonA__EMOJOO_596935,10,10,DonA,EMOJOO_596935,first
AB,DonA__EMOJOO_596940,10,10,DonA,EMOJOO_596940,first
AB,DonA__EMOJOO_596945,10,10,DonA,EMOJOO_596945,first
AB,DonA__EMOJOO_597520,10,10,DonA,EMOJOO_597520,first
AB,DonA__EMOJOO_597525,10,10,DonA,EMOJOO_597525,first
AB,DonA__EMOJOO_597530,10,10,DonA,EMOJOO_597530,first
AB,DonA__EMOJOO_597535,10,10,DonA,EMOJOO_597535,first
AB,DonA__EMOJOO_597540,10,10,DonA,EMOJOO_597540,first
AB,DonA__EMOJOO_597545,10,10,DonA,EMOJOO_597545,first
AB,DonA__EMOJOO_597550,10,10,DonA,EMOJOO_597550,first
AB,DonA__EMOJOO_597555,10,10,DonA,EMOJOO_597555,first
AB,DonA__EMOJOO_597560,10,10,DonA,EMOJOO_597560,first
AB,DonA__EMOJOO_597565,10,10,DonA,EMOJOO_597565,first
AB,DonA__EMOJOO_597570,10,10,DonA,EMOJOO_597570,first
AB,DonA__EMOJOO_597580,10,10,DonA,EMOJOO_597580,first
AB,DonA__EMOJOO_597585,10,10,DonA,EMOJOO_597585,first
AB,DonA__EMOJOO_597595,10,10,DonA,EMOJOO_597595,first
AB,DonA__EMOJOO_597610,10,10,DonA,EMOJOO_597610,first
AB,DonA__EMOJOO_597615,10,10,DonA,EMOJOO_597615,first
AB,DonA__EMOJOO_59800,10,10,DonA,EMOJOO_59800,first
AB,DonA__EMOJOO_598240,10,10,DonA,EMOJOO_598240,first
AB,DonA__EMOJOO_59830,10,10,DonA,EMOJOO_59830,first
AB,DonA__EMOJOO_59895,10,10,DonA,EMOJOO_59895,first
AB,DonA__EMOJOO_601315,10,10,DonA,EMOJOO_601315,first
AB,DonA__EMOJOO_603565,10,10,DonA,EMOJOO_603565,first
AB,DonA__EMOJOO_604715,10,10,DonA,EMOJOO_604715,first
AB,DonA__EMOJOO_604720,10,10,DonA,EMOJOO_604720,first
AB,DonA__EMOJOO_604725,10,10,DonA,EMOJOO_604725,first
AB,DonA__EMOJOO_604735,10,10,DonA,EMOJOO_604735,first
AB,DonA__EMOJOO_605785,10,10,DonA,EMOJOO_605785,first
AB,DonA__EMOJOO_605790,10,10,DonA,EMOJOO_605790,first
AB,DonA__EMOJOO_605795,10,10,DonA,EMOJOO_605795,first
AB,DonA__EMOJOO_605805,10,10,DonA,EMOJOO_605805,first
AB,DonA__EMOJOO_605810,10,10,DonA,EMOJOO_605810,first
AB,DonA__EMOJOO_605820,10,10,DonA,EMOJOO_605820,first
AB,DonA__EMOJOO_605825,10,10,DonA,EMOJOO_605825,first
AB,DonA__EMOJOO_605830,10,10,DonA,EMOJOO_605830,first
AB,DonA__EMOJOO_605840,10,10,DonA,EMOJOO_605840,first
AB,DonA__EMOJOO_60595,10,10,DonA,EMOJOO_60595,first
AB,DonA__EMOJOO_607565,10,10,DonA,EMOJOO_607565,first
AB,DonA__EMOJOO_608175,10,10,DonA,EMOJOO_608175,first
AB,DonA__EMOJOO_608625,10,10,DonA,EMOJOO_608625,first
AB,DonA__EMOJOO_608630,10,10,DonA,EMOJOO_608630,first
AB,DonA__EMOJOO_608690,10,10,DonA,EMOJOO_608690,first
AB,DonA__EMOJOO_608705,10,10,DonA,EMOJOO_608705,first
AB,DonA__EMOJOO_608710,10,10,DonA,EMOJOO_608710,first
AB,DonA__EMOJOO_608715,10,10,DonA,EMOJOO_608715,first
AB,DonA__EMOJOO_608720,10,10,DonA,EMOJOO_608720,first
AB,DonA__EMOJOO_60910,10,10,DonA,EMOJOO_60910,first
AB,DonA__EMOJOO_60915,10,10,DonA,EMOJOO_60915,first
AB,DonA__EMOJOO_60920,10,10,DonA,EMOJOO_60920,first
AB,DonA__EMOJOO_60925,10,10,DonA,EMOJOO_60925,first
AB,DonA__EMOJOO_60930,10,10,DonA,EMOJOO_60930,first
AB,DonA__EMOJOO_60935,10,10,DonA,EMOJOO_60935,first
AB,DonA__EMOJOO_60945,10,10,DonA,EMOJOO_60945,first
AB,DonA__EMOJOO_60950,10,10,DonA,EMOJOO_60950,first
AB,DonA__EMOJOO_60955,10,10,DonA,EMOJOO_60955,first
AB,DonA__EMOJOO_609580,10,10,DonA,EMOJOO_609580,first
AB,DonA__EMOJOO_609585,10,10,DonA,EMOJOO_609585,first
AB,DonA__EMOJOO_609595,10,10,DonA,EMOJOO_609595,first
AB,DonA__EMOJOO_609600,10,10,DonA,EMOJOO_609600,first
AB,DonA__EMOJOO_609630,10,10,DonA,EMOJOO_609630,first
AB,DonA__EMOJOO_609635,10,10,DonA,EMOJOO_609635,first
AB,DonA__EMOJOO_609640,10,10,DonA,EMOJOO_609640,first
AB,DonA__EMOJOO_60965,10,10,DonA,EMOJOO_60965,first
AB,DonA__EMOJOO_60980,10,10,DonA,EMOJOO_60980,first
AB,DonA__EMOJOO_60985,10,10,DonA,EMOJOO_60985,first
AB,DonA__EMOJOO_60995,10,10,DonA,EMOJOO_60995,first
AB,DonA__EMOJOO_61000,10,10,DonA,EMOJOO_61000,first
AB,DonA__EMOJOO_61005,10,10,DonA,EMOJOO_61005,first
AB,DonA__EMOJOO_61015,10,10,DonA,EMOJOO_61015,first
AB,DonA__EMOJOO_61025,10,10,DonA,EMOJOO_61025,first
AB,DonA__EMOJOO_61030,10,10,DonA,EMOJOO_61030,first
AB,DonA__EMOJOO_61040,10,10,DonA,EMOJOO_61040,first
AB,DonA__EMOJOO_61060,10,10,DonA,EMOJOO_61060,first
AB,DonA__EMOJOO_61065,10,10,DonA,EMOJOO_61065,first
AB,DonA__EMOJOO_61075,10,10,DonA,EMOJOO_61075,first
AB,DonA__EMOJOO_61085,10,10,DonA,EMOJOO_61085,first
AB,DonA__EMOJOO_61095,10,10,DonA,EMOJOO_61095,first
AB,DonA__EMOJOO_61100,10,10,DonA,EMOJOO_61100,first
AB,DonA__EMOJOO_61105,10,10,DonA,EMOJOO_61105,first
AB,DonA__EMOJOO_61115,10,10,DonA,EMOJOO_61115,first
AB,DonA__EMOJOO_61130,10,10,DonA,EMOJOO_61130,first
AB,DonA__EMOJOO_61135,10,10,DonA,EMOJOO_61135,first
AB,DonA__EMOJOO_61140,10,10,DonA,EMOJOO_61140,first
AB,DonA__EMOJOO_61150,10,10,DonA,EMOJOO_61150,first
AB,DonA__EMOJOO_61160,10,10,DonA,EMOJOO_61160,first
AB,DonA__EMOJOO_611640,10,10,DonA,EMOJOO_611640,first
AB,DonA__EMOJOO_611645,10,10,DonA,EMOJOO_611645,first
AB,DonA__EMOJOO_61165,10,10,DonA,EMOJOO_61165,first
AB,DonA__EMOJOO_611650,10,10,DonA,EMOJOO_611650,first
AB,DonA__EMOJOO_611655,10,10,DonA,EMOJOO_611655,first
AB,DonA__EMOJOO_611660,10,10,DonA,EMOJOO_611660,first
AB,DonA__EMOJOO_611670,10,10,DonA,EMOJOO_611670,first
AB,DonA__EMOJOO_611675,10,10,DonA,EMOJOO_611675,first
AB,DonA__EMOJOO_611680,10,10,DonA,EMOJOO_611680,first
AB,DonA__EMOJOO_611690,10,10,DonA,EMOJOO_611690,first
AB,DonA__EMOJOO_61170,10,10,DonA,EMOJOO_61170,first
AB,DonA__EMOJOO_61175,10,10,DonA,EMOJOO_61175,first
AB,DonA__EMOJOO_61185,10,10,DonA,EMOJOO_61185,first
AB,DonA__EMOJOO_61190,10,10,DonA,EMOJOO_61190,first
AB,DonA__EMOJOO_61195,10,10,DonA,EMOJOO_61195,first
AB,DonA__EMOJOO_61200,10,10,DonA,EMOJOO_61200,first
AB,DonA__EMOJOO_61205,10,10,DonA,EMOJOO_61205,first
AB,DonA__EMOJOO_61215,10,10,DonA,EMOJOO_61215,first
AB,DonA__EMOJOO_61225,10,10,DonA,EMOJOO_61225,first
AB,DonA__EMOJOO_61230,10,10,DonA,EMOJOO_61230,first
AB,DonA__EMOJOO_613890,10,10,DonA,EMOJOO_613890,first
AB,DonA__EMOJOO_614765,10,10,DonA,EMOJOO_614765,first
AB,DonA__EMOJOO_614770,10,10,DonA,EMOJOO_614770,first
AB,DonA__EMOJOO_614775,10,10,DonA,EMOJOO_614775,first
AB,DonA__EMOJOO_614780,10,10,DonA,EMOJOO_614780,first
AB,DonA__EMOJOO_614785,10,10,DonA,EMOJOO_614785,first
AB,DonA__EMOJOO_614790,10,10,DonA,EMOJOO_614790,first
AB,DonA__EMOJOO_614795,10,10,DonA,EMOJOO_614795,first
AB,DonA__EMOJOO_614800,10,10,DonA,EMOJOO_614800,first
AB,DonA__EMOJOO_614805,10,10,DonA,EMOJOO_614805,first
AB,DonA__EMOJOO_614815,10,10,DonA,EMOJOO_614815,first
AB,DonA__EMOJOO_614820,10,10,DonA,EMOJOO_614820,first
AB,DonA__EMOJOO_614825,10,10,DonA,EMOJOO_614825,first
AB,DonA__EMOJOO_614830,10,10,DonA,EMOJOO_614830,first
AB,DonA__EMOJOO_615935,10,10,DonA,EMOJOO_615935,first
AB,DonA__EMOJOO_61890,10,10,DonA,EMOJOO_61890,first
AB,DonA__EMOJOO_619620,10,10,DonA,EMOJOO_619620,first
AB,DonA__EMOJOO_619960,10,10,DonA,EMOJOO_619960,first
AB,DonA__EMOJOO_62000,10,10,DonA,EMOJOO_62000,first
AB,DonA__EMOJOO_62005,10,10,DonA,EMOJOO_62005,first
AB,DonA__EMOJOO_62025,10,10,DonA,EMOJOO_62025,first
AB,DonA__EMOJOO_62030,10,10,DonA,EMOJOO_62030,first
AB,DonA__EMOJOO_62045,10,10,DonA,EMOJOO_62045,first
AB,DonA__EMOJOO_62060,10,10,DonA,EMOJOO_62060,first
AB,DonA__EMOJOO_62075,10,10,DonA,EMOJOO_62075,first
AB,DonA__EMOJOO_62085,10,10,DonA,EMOJOO_62085,first
AB,DonA__EMOJOO_62110,10,10,DonA,EMOJOO_62110,first
AB,DonA__EMOJOO_62155,10,10,DonA,EMOJOO_62155,first
AB,DonA__EMOJOO_62175,10,10,DonA,EMOJOO_62175,first
AB,DonA__EMOJOO_62210,10,10,DonA,EMOJOO_62210,first
AB,DonA__EMOJOO_62215,10,10,DonA,EMOJOO_62215,first
AB,DonA__EMOJOO_62235,10,10,DonA,EMOJOO_62235,first
AB,DonA__EMOJOO_62245,10,10,DonA,EMOJOO_62245,first
AB,DonA__EMOJOO_62255,10,10,DonA,EMOJOO_62255,first
AB,DonA__EMOJOO_62265,10,10,DonA,EMOJOO_62265,first
AB,DonA__EMOJOO_62280,10,10,DonA,EMOJOO_62280,first
AB,DonA__EMOJOO_62300,10,10,DonA,EMOJOO_62300,first
AB,DonA__EMOJOO_62325,10,10,DonA,EMOJOO_62325,first
AB,DonA__EMOJOO_62350,10,10,DonA,EMOJOO_62350,first
AB,DonA__EMOJOO_62390,10,10,DonA,EMOJOO_62390,first
AB,DonA__EMOJOO_62395,10,10,DonA,EMOJOO_62395,first
AB,DonA__EMOJOO_62400,10,10,DonA,EMOJOO_62400,first
AB,DonA__EMOJOO_62435,10,10,DonA,EMOJOO_62435,first
AB,DonA__EMOJOO_62440,10,10,DonA,EMOJOO_62440,first
AB,DonA__EMOJOO_62470,10,10,DonA,EMOJOO_62470,first
AB,DonA__EMOJOO_62475,10,10,DonA,EMOJOO_62475,first
AB,DonA__EMOJOO_624815,10,10,DonA,EMOJOO_624815,first
AB,DonA__EMOJOO_624825,10,10,DonA,EMOJOO_624825,first
AB,DonA__EMOJOO_624830,10,10,DonA,EMOJOO_624830,first
AB,DonA__EMOJOO_624840,10,10,DonA,EMOJOO_624840,first
AB,DonA__EMOJOO_624845,10,10,DonA,EMOJOO_624845,first
AB,DonA__EMOJOO_624850,10,10,DonA,EMOJOO_624850,first
AB,DonA__EMOJOO_624875,10,10,DonA,EMOJOO_624875,first
AB,DonA__EMOJOO_624880,10,10,DonA,EMOJOO_624880,first
AB,DonA__EMOJOO_624885,10,10,DonA,EMOJOO_624885,first
AB,DonA__EMOJOO_624890,10,10,DonA,EMOJOO_624890,first
