Group,feature,n_detected,n_total,Donor,gene_id,order
ABAB,DonA__EMOJOO_66650,10,10,DonA,EMOJOO_66650,mixed
ABAB,DonA__EMOJOO_66655,10,10,DonA,EMOJOO_66655,mixed
ABAB,DonA__EMOJOO_66665,10,10,DonA,EMOJOO_66665,mixed
ABAB,DonA__EMOJOO_66675,10,10,DonA,EMOJOO_66675,mixed
ABAB,DonA__EMOJOO_66690,10,10,DonA,EMOJOO_66690,mixed
ABAB,DonA__EMOJOO_666935,10,10,DonA,EMOJOO_666935,mixed
ABAB,DonA__EMOJOO_666940,10,10,DonA,EMOJOO_666940,mixed
ABAB,DonA__EMOJOO_666950,10,10,DonA,EMOJOO_666950,mixed
ABAB,DonA__EMOJOO_666990,10,10,DonA,EMOJOO_666990,mixed
ABAB,DonA__EMOJOO_667000,10,10,DonA,EMOJOO_667000,mixed
ABAB,DonA__EMOJOO_667010,10,10,DonA,EMOJOO_667010,mixed
ABAB,DonA__EMOJOO_66730,10,10,DonA,EMOJOO_66730,mixed
ABAB,DonA__EMOJOO_667405,10,10,DonA,EMOJOO_667405,mixed
ABAB,DonA__EMOJOO_667410,10,10,DonA,EMOJOO_667410,mixed
ABAB,DonA__EMOJOO_667415,10,10,DonA,EMOJOO_667415,mixed
ABAB,DonA__EMOJOO_667420,10,10,DonA,EMOJOO_667420,mixed
ABAB,DonA__EMOJOO_668040,10,10,DonA,EMOJOO_668040,mixed
ABAB,DonA__EMOJOO_668045,10,10,DonA,EMOJOO_668045,mixed
ABAB,DonA__EMOJOO_668875,10,10,DonA,EMOJOO_668875,mixed
ABAB,DonA__EMOJOO_668945,10,10,DonA,EMOJOO_668945,mixed
ABAB,DonA__EMOJOO_669665,10,10,DonA,EMOJOO_669665,mixed
ABAB,DonA__EMOJOO_669670,10,10,DonA,EMOJOO_669670,mixed
ABAB,DonA__EMOJOO_669675,10,10,DonA,EMOJOO_669675,mixed
ABAB,DonA__EMOJOO_669680,10,10,DonA,EMOJOO_669680,mixed
ABAB,DonA__EMOJOO_669700,10,10,DonA,EMOJOO_669700,mixed
ABAB,DonA__EMOJOO_669705,10,10,DonA,EMOJOO_669705,mixed
ABAB,DonA__EMOJOO_669710,10,10,DonA,EMOJOO_669710,mixed
ABAB,DonA__EMOJOO_669715,10,10,DonA,EMOJOO_669715,mixed
ABAB,DonA__EMOJOO_669720,10,10,DonA,EMOJOO_669720,mixed
ABAB,DonA__EMOJOO_671230,10,10,DonA,EMOJOO_671230,mixed
ABAB,DonA__EMOJOO_676510,10,10,DonA,EMOJOO_676510,mixed
ABAB,DonA__EMOJOO_676970,10,10,DonA,EMOJOO_676970,mixed
ABAB,DonA__EMOJOO_676975,10,10,DonA,EMOJOO_676975,mixed
ABAB,DonA__EMOJOO_676980,10,10,DonA,EMOJOO_676980,mixed
ABAB,DonA__EMOJOO_676995,10,10,DonA,EMOJOO_676995,mixed
ABAB,DonA__EMOJOO_677015,10,10,DonA,EMOJOO_677015,mixed
ABAB,DonA__EMOJOO_677210,10,10,DonA,EMOJOO_677210,mixed
ABAB,DonA__EMOJOO_677820,10,10,DonA,EMOJOO_677820,mixed
ABAB,DonA__EMOJOO_677825,10,10,DonA,EMOJOO_677825,mixed
ABAB,DonA__EMOJOO_685105,10,10,DonA,EMOJOO_685105,mixed
ABAB,DonA__EMOJOO_68520,10,10,DonA,EMOJOO_68520,mixed
ABAB,DonA__EMOJOO_68525,10,10,DonA,EMOJOO_68525,mixed
ABAB,DonA__EMOJOO_68530,10,10,DonA,EMOJOO_68530,mixed
ABAB,DonA__EMOJOO_68535,10,10,DonA,EMOJOO_68535,mixed
ABAB,DonA__EMOJOO_68540,10,10,DonA,EMOJOO_68540,mixed
ABAB,DonA__EMOJOO_68545,10,10,DonA,EMOJOO_68545,mixed
ABAB,DonA__EMOJOO_68550,10,10,DonA,EMOJOO_68550,mixed
ABAB,DonA__EMOJOO_68555,10,10,DonA,EMOJOO_68555,mixed
ABAB,DonA__EMOJOO_68560,10,10,DonA,EMOJOO_68560,mixed
ABAB,DonA__EMOJOO_68570,10,10,DonA,EMOJOO_68570,mixed
ABAB,DonA__EMOJOO_68575,10,10,DonA,EMOJOO_68575,mixed
ABAB,DonA__EMOJOO_68580,10,10,DonA,EMOJOO_68580,mixed
ABAB,DonA__EMOJOO_68590,10,10,DonA,EMOJOO_68590,mixed
ABAB,DonA__EMOJOO_68595,10,10,DonA,EMOJOO_68595,mixed
ABAB,DonA__EMOJOO_68600,10,10,DonA,EMOJOO_68600,mixed
ABAB,DonA__EMOJOO_68605,10,10,DonA,EMOJOO_68605,mixed
ABAB,DonA__EMOJOO_68610,10,10,DonA,EMOJOO_68610,mixed
ABAB,DonA__EMOJOO_68615,10,10,DonA,EMOJOO_68615,mixed
ABAB,DonA__EMOJOO_68620,10,10,DonA,EMOJOO_68620,mixed
ABAB,DonA__EMOJOO_68625,10,10,DonA,EMOJOO_68625,mixed
ABAB,DonA__EMOJOO_68640,10,10,DonA,EMOJOO_68640,mixed
ABAB,DonA__EMOJOO_68645,10,10,DonA,EMOJOO_68645,mixed
ABAB,DonA__EMOJOO_68655,10,10,DonA,EMOJOO_68655,mixed
ABAB,DonA__EMOJOO_68660,10,10,DonA,EMOJOO_68660,mixed
ABAB,DonA__EMOJOO_686635,10,10,DonA,EMOJOO_686635,mixed
ABAB,DonA__EMOJOO_686640,10,10,DonA,EMOJOO_686640,mixed
ABAB,DonA__EMOJOO_68665,10,10,DonA,EMOJOO_68665,mixed
ABAB,DonA__EMOJOO_686650,10,10,DonA,EMOJOO_686650,mixed
ABAB,DonA__EMOJOO_686655,10,10,DonA,EMOJOO_686655,mixed
ABAB,DonA__EMOJOO_686660,10,10,DonA,EMOJOO_686660,mixed
ABAB,DonA__EMOJOO_686680,10,10,DonA,EMOJOO_686680,mixed
ABAB,DonA__EMOJOO_686685,10,10,DonA,EMOJOO_686685,mixed
ABAB,DonA__EMOJOO_68670,10,10,DonA,EMOJOO_68670,mixed
ABAB,DonA__EMOJOO_686705,10,10,DonA,EMOJOO_686705,mixed
ABAB,DonA__EMOJOO_68680,10,10,DonA,EMOJOO_68680,mixed
ABAB,DonA__EMOJOO_68685,10,10,DonA,EMOJOO_68685,mixed
ABAB,DonA__EMOJOO_68690,10,10,DonA,EMOJOO_68690,mixed
ABAB,DonA__EMOJOO_68695,10,10,DonA,EMOJOO_68695,mixed
ABAB,DonA__EMOJOO_68700,10,10,DonA,EMOJOO_68700,mixed
ABAB,DonA__EMOJOO_68705,10,10,DonA,EMOJOO_68705,mixed
ABAB,DonA__EMOJOO_68710,10,10,DonA,EMOJOO_68710,mixed
ABAB,DonA__EMOJOO_68715,10,10,DonA,EMOJOO_68715,mixed
ABAB,DonA__EMOJOO_68720,10,10,DonA,EMOJOO_68720,mixed
ABAB,DonA__EMOJOO_68725,10,10,DonA,EMOJOO_68725,mixed
ABAB,DonA__EMOJOO_68730,10,10,DonA,EMOJOO_68730,mixed
ABAB,DonA__EMOJOO_68735,10,10,DonA,EMOJOO_68735,mixed
ABAB,DonA__EMOJOO_68740,10,10,DonA,EMOJOO_68740,mixed
ABAB,DonA__EMOJOO_68745,10,10,DonA,EMOJOO_68745,mixed
ABAB,DonA__EMOJOO_68750,10,10,DonA,EMOJOO_68750,mixed
ABAB,DonA__EMOJOO_68755,10,10,DonA,EMOJOO_68755,mixed
ABAB,DonA__EMOJOO_68760,10,10,DonA,EMOJOO_68760,mixed
ABAB,DonA__EMOJOO_68765,10,10,DonA,EMOJOO_68765,mixed
ABAB,DonA__EMOJOO_68770,10,10,DonA,EMOJOO_68770,mixed
ABAB,DonA__EMOJOO_68775,10,10,DonA,EMOJOO_68775,mixed
ABAB,DonA__EMOJOO_68780,10,10,DonA,EMOJOO_68780,mixed
ABAB,DonA__EMOJOO_68785,10,10,DonA,EMOJOO_68785,mixed
ABAB,DonA__EMOJOO_68795,10,10,DonA,EMOJOO_68795,mixed
ABAB,DonA__EMOJOO_68800,10,10,DonA,EMOJOO_68800,mixed
ABAB,DonA__EMOJOO_68805,10,10,DonA,EMOJOO_68805,mixed
ABAB,DonA__EMOJOO_68810,10,10,DonA,EMOJOO_68810,mixed
ABAB,DonA__EMOJOO_68815,10,10,DonA,EMOJOO_68815,mixed
ABAB,DonA__EMOJOO_68820,10,10,DonA,EMOJOO_68820,mixed
ABAB,DonA__EMOJOO_68830,10,10,DonA,EMOJOO_68830,mixed
ABAB,DonA__EMOJOO_68835,10,10,DonA,EMOJOO_68835,mixed
ABAB,DonA__EMOJOO_68840,10,10,DonA,EMOJOO_68840,mixed
ABAB,DonA__EMOJOO_68845,10,10,DonA,EMOJOO_68845,mixed
ABAB,DonA__EMOJOO_68850,10,10,DonA,EMOJOO_68850,mixed
ABAB,DonA__EMOJOO_68875,10,10,DonA,EMOJOO_68875,mixed
ABAB,DonA__EMOJOO_68880,10,10,DonA,EMOJOO_68880,mixed
ABAB,DonA__EMOJOO_68885,10,10,DonA,EMOJOO_68885,mixed
ABAB,DonA__EMOJOO_68890,10,10,DonA,EMOJOO_68890,mixed
ABAB,DonA__EMOJOO_68895,10,10,DonA,EMOJOO_68895,mixed
ABAB,DonA__EMOJOO_68900,10,10,DonA,EMOJOO_68900,mixed
ABAB,DonA__EMOJOO_68905,10,10,DonA,EMOJOO_68905,mixed
ABAB,DonA__EMOJOO_68910,10,10,DonA,EMOJOO_68910,mixed
ABAB,DonA__EMOJOO_68915,10,10,DonA,EMOJOO_68915,mixed
ABAB,DonA__EMOJOO_68930,10,10,DonA,EMOJOO_68930,mixed
ABAB,DonA__EMOJOO_68935,10,10,DonA,EMOJOO_68935,mixed
ABAB,DonA__EMOJOO_68940,10,10,DonA,EMOJOO_68940,mixed
ABAB,DonA__EMOJOO_68945,10,10,DonA,EMOJOO_68945,mixed
ABAB,DonA__EMOJOO_68950,10,10,DonA,EMOJOO_68950,mixed
ABAB,DonA__EMOJOO_68955,10,10,DonA,EMOJOO_68955,mixed
ABAB,DonA__EMOJOO_68960,10,10,DonA,EMOJOO_68960,mixed
ABAB,DonA__EMOJOO_689610,10,10,DonA,EMOJOO_689610,mixed
ABAB,DonA__EMOJOO_689615,10,10,DonA,EMOJOO_689615,mixed
ABAB,DonA__EMOJOO_689620,10,10,DonA,EMOJOO_689620,mixed
ABAB,DonA__EMOJOO_689625,10,10,DonA,EMOJOO_689625,mixed
ABAB,DonA__EMOJOO_689630,10,10,DonA,EMOJOO_689630,mixed
ABAB,DonA__EMOJOO_689635,10,10,DonA,EMOJOO_689635,mixed
ABAB,DonA__EMOJOO_68965,10,10,DonA,EMOJOO_68965,mixed
ABAB,DonA__EMOJOO_689650,10,10,DonA,EMOJOO_689650,mixed
ABAB,DonA__EMOJOO_689655,10,10,DonA,EMOJOO_689655,mixed
ABAB,DonA__EMOJOO_689665,10,10,DonA,EMOJOO_689665,mixed
ABAB,DonA__EMOJOO_68970,10,10,DonA,EMOJOO_68970,mixed
ABAB,DonA__EMOJOO_68975,10,10,DonA,EMOJOO_68975,mixed
ABAB,DonA__EMOJOO_69055,10,10,DonA,EMOJOO_69055,mixed
ABAB,DonA__EMOJOO_69090,10,10,DonA,EMOJOO_69090,mixed
ABAB,DonA__EMOJOO_69095,10,10,DonA,EMOJOO_69095,mixed
ABAB,DonA__EMOJOO_69115,10,10,DonA,EMOJOO_69115,mixed
ABAB,DonA__EMOJOO_69335,10,10,DonA,EMOJOO_69335,mixed
ABAB,DonA__EMOJOO_693430,10,10,DonA,EMOJOO_693430,mixed
ABAB,DonA__EMOJOO_693435,10,10,DonA,EMOJOO_693435,mixed
ABAB,DonA__EMOJOO_693460,10,10,DonA,EMOJOO_693460,mixed
ABAB,DonA__EMOJOO_693465,10,10,DonA,EMOJOO_693465,mixed
ABAB,DonA__EMOJOO_693470,10,10,DonA,EMOJOO_693470,mixed
ABAB,DonA__EMOJOO_693475,10,10,DonA,EMOJOO_693475,mixed
ABAB,DonA__EMOJOO_69390,10,10,DonA,EMOJOO_69390,mixed
ABAB,DonA__EMOJOO_69400,10,10,DonA,EMOJOO_69400,mixed
ABAB,DonA__EMOJOO_694610,10,10,DonA,EMOJOO_694610,mixed
ABAB,DonA__EMOJOO_694620,10,10,DonA,EMOJOO_694620,mixed
ABAB,DonA__EMOJOO_694635,10,10,DonA,EMOJOO_694635,mixed
ABAB,DonA__EMOJOO_694655,10,10,DonA,EMOJOO_694655,mixed
ABAB,DonA__EMOJOO_694660,10,10,DonA,EMOJOO_694660,mixed
ABAB,DonA__EMOJOO_694665,10,10,DonA,EMOJOO_694665,mixed
ABAB,DonA__EMOJOO_69470,10,10,DonA,EMOJOO_69470,mixed
ABAB,DonA__EMOJOO_695335,10,10,DonA,EMOJOO_695335,mixed
ABAB,DonA__EMOJOO_698670,10,10,DonA,EMOJOO_698670,mixed
ABAB,DonA__EMOJOO_698920,10,10,DonA,EMOJOO_698920,mixed
ABAB,DonA__EMOJOO_69995,10,10,DonA,EMOJOO_69995,mixed
ABAB,DonA__EMOJOO_70185,10,10,DonA,EMOJOO_70185,mixed
ABAB,DonA__EMOJOO_70190,10,10,DonA,EMOJOO_70190,mixed
ABAB,DonA__EMOJOO_70200,10,10,DonA,EMOJOO_70200,mixed
ABAB,DonA__EMOJOO_70210,10,10,DonA,EMOJOO_70210,mixed
ABAB,DonA__EMOJOO_70215,10,10,DonA,EMOJOO_70215,mixed
ABAB,DonA__EMOJOO_70220,10,10,DonA,EMOJOO_70220,mixed
ABAB,DonA__EMOJOO_70225,10,10,DonA,EMOJOO_70225,mixed
ABAB,DonA__EMOJOO_70230,10,10,DonA,EMOJOO_70230,mixed
ABAB,DonA__EMOJOO_70235,10,10,DonA,EMOJOO_70235,mixed
ABAB,DonA__EMOJOO_70240,10,10,DonA,EMOJOO_70240,mixed
ABAB,DonA__EMOJOO_70250,10,10,DonA,EMOJOO_70250,mixed
ABAB,DonA__EMOJOO_70255,10,10,DonA,EMOJOO_70255,mixed
ABAB,DonA__EMOJOO_70260,10,10,DonA,EMOJOO_70260,mixed
ABAB,DonA__EMOJOO_70265,10,10,DonA,EMOJOO_70265,mixed
ABAB,DonA__EMOJOO_70270,10,10,DonA,EMOJOO_70270,mixed
ABAB,DonA__EMOJOO_70275,10,10,DonA,EMOJOO_70275,mixed
ABAB,DonA__EMOJOO_70280,10,10,DonA,EMOJOO_70280,mixed
ABAB,DonA__EMOJOO_70285,10,10,DonA,EMOJOO_70285,mixed
ABAB,DonA__EMOJOO_70290,10,10,DonA,EMOJOO_70290,mixed
ABAB,DonA__EMOJOO_702975,10,10,DonA,EMOJOO_702975,mixed
ABAB,DonA__EMOJOO_70300,10,10,DonA,EMOJOO_70300,mixed
ABAB,DonA__EMOJOO_70305,10,10,DonA,EMOJOO_70305,mixed
ABAB,DonA__EMOJOO_70315,10,10,DonA,EMOJOO_70315,mixed
ABAB,DonA__EMOJOO_70320,10,10,DonA,EMOJOO_70320,mixed
ABAB,DonA__EMOJOO_70325,10,10,DonA,EMOJOO_70325,mixed
ABAB,DonA__EMOJOO_70340,10,10,DonA,EMOJOO_70340,mixed
ABAB,DonA__EMOJOO_70345,10,10,DonA,EMOJOO_70345,mixed
ABAB,DonA__EMOJOO_70360,10,10,DonA,EMOJOO_70360,mixed
ABAB,DonA__EMOJOO_70365,10,10,DonA,EMOJOO_70365,mixed
ABAB,DonA__EMOJOO_70375,10,10,DonA,EMOJOO_70375,mixed
ABAB,DonA__EMOJOO_70380,10,10,DonA,EMOJOO_70380,mixed
ABAB,DonA__EMOJOO_70390,10,10,DonA,EMOJOO_70390,mixed
ABAB,DonA__EMOJOO_70395,10,10,DonA,EMOJOO_70395,mixed
ABAB,DonA__EMOJOO_70400,10,10,DonA,EMOJOO_70400,mixed
ABAB,DonA__EMOJOO_70405,10,10,DonA,EMOJOO_70405,mixed
ABAB,DonA__EMOJOO_70410,10,10,DonA,EMOJOO_70410,mixed
ABAB,DonA__EMOJOO_70415,10,10,DonA,EMOJOO_70415,mixed
ABAB,DonA__EMOJOO_70420,10,10,DonA,EMOJOO_70420,mixed
ABAB,DonA__EMOJOO_704230,10,10,DonA,EMOJOO_704230,mixed
ABAB,DonA__EMOJOO_70430,10,10,DonA,EMOJOO_70430,mixed
ABAB,DonA__EMOJOO_70440,10,10,DonA,EMOJOO_70440,mixed
ABAB,DonA__EMOJOO_70450,10,10,DonA,EMOJOO_70450,mixed
ABAB,DonA__EMOJOO_70455,10,10,DonA,EMOJOO_70455,mixed
ABAB,DonA__EMOJOO_70460,10,10,DonA,EMOJOO_70460,mixed
ABAB,DonA__EMOJOO_70465,10,10,DonA,EMOJOO_70465,mixed
ABAB,DonA__EMOJOO_70475,10,10,DonA,EMOJOO_70475,mixed
ABAB,DonA__EMOJOO_70480,10,10,DonA,EMOJOO_70480,mixed
ABAB,DonA__EMOJOO_70485,10,10,DonA,EMOJOO_70485,mixed
ABAB,DonA__EMOJOO_70490,10,10,DonA,EMOJOO_70490,mixed
ABAB,DonA__EMOJOO_70495,10,10,DonA,EMOJOO_70495,mixed
ABAB,DonA__EMOJOO_70500,10,10,DonA,EMOJOO_70500,mixed
ABAB,DonA__EMOJOO_70505,10,10,DonA,EMOJOO_70505,mixed
ABAB,DonA__EMOJOO_70510,10,10,DonA,EMOJOO_70510,mixed
ABAB,DonA__EMOJOO_70515,10,10,DonA,EMOJOO_70515,mixed
ABAB,DonA__EMOJOO_70520,10,10,DonA,EMOJOO_70520,mixed
ABAB,DonA__EMOJOO_70525,10,10,DonA,EMOJOO_70525,mixed
ABAB,DonA__EMOJOO_70530,10,10,DonA,EMOJOO_70530,mixed
ABAB,DonA__EMOJOO_70535,10,10,DonA,EMOJOO_70535,mixed
ABAB,DonA__EMOJOO_70540,10,10,DonA,EMOJOO_70540,mixed
ABAB,DonA__EMOJOO_70545,10,10,DonA,EMOJOO_70545,mixed
ABAB,DonA__EMOJOO_70550,10,10,DonA,EMOJOO_70550,mixed
ABAB,DonA__EMOJOO_70555,10,10,DonA,EMOJOO_70555,mixed
ABAB,DonA__EMOJOO_70565,10,10,DonA,EMOJOO_70565,mixed
ABAB,DonA__EMOJOO_70570,10,10,DonA,EMOJOO_70570,mixed
ABAB,DonA__EMOJOO_70580,10,10,DonA,EMOJOO_70580,mixed
ABAB,DonA__EMOJOO_70585,10,10,DonA,EMOJOO_70585,mixed
ABAB,DonA__EMOJOO_70595,10,10,DonA,EMOJOO_70595,mixed
ABAB,DonA__EMOJOO_70600,10,10,DonA,EMOJOO_70600,mixed
ABAB,DonA__EMOJOO_70610,10,10,DonA,EMOJOO_70610,mixed
ABAB,DonA__EMOJOO_70615,10,10,DonA,EMOJOO_70615,mixed
ABAB,DonA__EMOJOO_70620,10,10,DonA,EMOJOO_70620,mixed
ABAB,DonA__EMOJOO_70625,10,10,DonA,EMOJOO_70625,mixed
ABAB,DonA__EMOJOO_70630,10,10,DonA,EMOJOO_70630,mixed
ABAB,DonA__EMOJOO_70635,10,10,DonA,EMOJOO_70635,mixed
ABAB,DonA__EMOJOO_70640,10,10,DonA,EMOJOO_70640,mixed
ABAB,DonA__EMOJOO_70645,10,10,DonA,EMOJOO_70645,mixed
ABAB,DonA__EMOJOO_70650,10,10,DonA,EMOJOO_70650,mixed
ABAB,DonA__EMOJOO_70655,10,10,DonA,EMOJOO_70655,mixed
ABAB,DonA__EMOJOO_70660,10,10,DonA,EMOJOO_70660,mixed
ABAB,DonA__EMOJOO_711020,10,10,DonA,EMOJOO_711020,mixed
ABAB,DonA__EMOJOO_715875,10,10,DonA,EMOJOO_715875,mixed
ABAB,DonA__EMOJOO_717195,10,10,DonA,EMOJOO_717195,mixed
ABAB,DonA__EMOJOO_719950,10,10,DonA,EMOJOO_719950,mixed
ABAB,DonA__EMOJOO_719960,10,10,DonA,EMOJOO_719960,mixed
ABAB,DonA__EMOJOO_719970,10,10,DonA,EMOJOO_719970,mixed
ABAB,DonA__EMOJOO_719980,10,10,DonA,EMOJOO_719980,mixed
ABAB,DonA__EMOJOO_722740,10,10,DonA,EMOJOO_722740,mixed
ABAB,DonA__EMOJOO_723905,10,10,DonA,EMOJOO_723905,mixed
ABAB,DonA__EMOJOO_726270,10,10,DonA,EMOJOO_726270,mixed
ABAB,DonA__EMOJOO_726275,10,10,DonA,EMOJOO_726275,mixed
ABAB,DonA__EMOJOO_726285,10,10,DonA,EMOJOO_726285,mixed
ABAB,DonA__EMOJOO_726290,10,10,DonA,EMOJOO_726290,mixed
ABAB,DonA__EMOJOO_728240,10,10,DonA,EMOJOO_728240,mixed
ABAB,DonA__EMOJOO_729385,10,10,DonA,EMOJOO_729385,mixed
ABAB,DonA__EMOJOO_729405,10,10,DonA,EMOJOO_729405,mixed
ABAB,DonA__EMOJOO_729410,10,10,DonA,EMOJOO_729410,mixed
ABAB,DonA__EMOJOO_729420,10,10,DonA,EMOJOO_729420,mixed
ABAB,DonA__EMOJOO_729925,10,10,DonA,EMOJOO_729925,mixed
ABAB,DonA__EMOJOO_733605,10,10,DonA,EMOJOO_733605,mixed
ABAB,DonA__EMOJOO_733615,10,10,DonA,EMOJOO_733615,mixed
ABAB,DonA__EMOJOO_733730,10,10,DonA,EMOJOO_733730,mixed
ABAB,DonA__EMOJOO_733765,10,10,DonA,EMOJOO_733765,mixed
ABAB,DonA__EMOJOO_733775,10,10,DonA,EMOJOO_733775,mixed
ABAB,DonA__EMOJOO_733780,10,10,DonA,EMOJOO_733780,mixed
ABAB,DonA__EMOJOO_734590,10,10,DonA,EMOJOO_734590,mixed
ABAB,DonA__EMOJOO_734600,10,10,DonA,EMOJOO_734600,mixed
ABAB,DonA__EMOJOO_734610,10,10,DonA,EMOJOO_734610,mixed
ABAB,DonA__EMOJOO_734615,10,10,DonA,EMOJOO_734615,mixed
ABAB,DonA__EMOJOO_734625,10,10,DonA,EMOJOO_734625,mixed
ABAB,DonA__EMOJOO_734630,10,10,DonA,EMOJOO_734630,mixed
ABAB,DonA__EMOJOO_734660,10,10,DonA,EMOJOO_734660,mixed
ABAB,DonA__EMOJOO_734665,10,10,DonA,EMOJOO_734665,mixed
ABAB,DonA__EMOJOO_736460,10,10,DonA,EMOJOO_736460,mixed
ABAB,DonA__EMOJOO_736470,10,10,DonA,EMOJOO_736470,mixed
ABAB,DonA__EMOJOO_738050,10,10,DonA,EMOJOO_738050,mixed
ABAB,DonA__EMOJOO_740415,10,10,DonA,EMOJOO_740415,mixed
ABAB,DonA__EMOJOO_740435,10,10,DonA,EMOJOO_740435,mixed
ABAB,DonA__EMOJOO_740450,10,10,DonA,EMOJOO_740450,mixed
ABAB,DonA__EMOJOO_740460,10,10,DonA,EMOJOO_740460,mixed
ABAB,DonA__EMOJOO_740485,10,10,DonA,EMOJOO_740485,mixed
ABAB,DonA__EMOJOO_741055,10,10,DonA,EMOJOO_741055,mixed
ABAB,DonA__EMOJOO_741060,10,10,DonA,EMOJOO_741060,mixed
ABAB,DonA__EMOJOO_741065,10,10,DonA,EMOJOO_741065,mixed
ABAB,DonA__EMOJOO_741070,10,10,DonA,EMOJOO_741070,mixed
ABAB,DonA__EMOJOO_741075,10,10,DonA,EMOJOO_741075,mixed
ABAB,DonA__EMOJOO_745435,10,10,DonA,EMOJOO_745435,mixed
ABAB,DonA__EMOJOO_748335,10,10,DonA,EMOJOO_748335,mixed
ABAB,DonA__EMOJOO_748945,10,10,DonA,EMOJOO_748945,mixed
ABAB,DonA__EMOJOO_748955,10,10,DonA,EMOJOO_748955,mixed
ABAB,DonA__EMOJOO_749800,10,10,DonA,EMOJOO_749800,mixed
ABAB,DonA__EMOJOO_749945,10,10,DonA,EMOJOO_749945,mixed
ABAB,DonA__EMOJOO_749950,10,10,DonA,EMOJOO_749950,mixed
ABAB,DonA__EMOJOO_749955,10,10,DonA,EMOJOO_749955,mixed
ABAB,DonA__EMOJOO_749960,10,10,DonA,EMOJOO_749960,mixed
ABAB,DonA__EMOJOO_749970,10,10,DonA,EMOJOO_749970,mixed
ABAB,DonA__EMOJOO_749975,10,10,DonA,EMOJOO_749975,mixed
ABAB,DonA__EMOJOO_749980,10,10,DonA,EMOJOO_749980,mixed
ABAB,DonA__EMOJOO_750740,10,10,DonA,EMOJOO_750740,mixed
ABAB,DonA__EMOJOO_750745,10,10,DonA,EMOJOO_750745,mixed
ABAB,DonA__EMOJOO_750780,10,10,DonA,EMOJOO_750780,mixed
ABAB,DonA__EMOJOO_750800,10,10,DonA,EMOJOO_750800,mixed
ABAB,DonA__EMOJOO_754140,10,10,DonA,EMOJOO_754140,mixed
ABAB,DonA__EMOJOO_755125,10,10,DonA,EMOJOO_755125,mixed
ABAB,DonA__EMOJOO_755610,10,10,DonA,EMOJOO_755610,mixed
ABAB,DonA__EMOJOO_755625,10,10,DonA,EMOJOO_755625,mixed
ABAB,DonA__EMOJOO_755630,10,10,DonA,EMOJOO_755630,mixed
ABAB,DonA__EMOJOO_755635,10,10,DonA,EMOJOO_755635,mixed
ABAB,DonA__EMOJOO_756235,10,10,DonA,EMOJOO_756235,mixed
ABAB,DonA__EMOJOO_760385,10,10,DonA,EMOJOO_760385,mixed
ABAB,DonA__EMOJOO_760740,10,10,DonA,EMOJOO_760740,mixed
ABAB,DonA__EMOJOO_760755,10,10,DonA,EMOJOO_760755,mixed
ABAB,DonA__EMOJOO_760760,10,10,DonA,EMOJOO_760760,mixed
ABAB,DonA__EMOJOO_760775,10,10,DonA,EMOJOO_760775,mixed
ABAB,DonA__EMOJOO_760780,10,10,DonA,EMOJOO_760780,mixed
ABAB,DonA__EMOJOO_761010,10,10,DonA,EMOJOO_761010,mixed
ABAB,DonA__EMOJOO_761025,10,10,DonA,EMOJOO_761025,mixed
ABAB,DonA__EMOJOO_761980,10,10,DonA,EMOJOO_761980,mixed
ABAB,DonA__EMOJOO_761985,10,10,DonA,EMOJOO_761985,mixed
ABAB,DonA__EMOJOO_761990,10,10,DonA,EMOJOO_761990,mixed
ABAB,DonA__EMOJOO_761995,10,10,DonA,EMOJOO_761995,mixed
ABAB,DonA__EMOJOO_762010,10,10,DonA,EMOJOO_762010,mixed
ABAB,DonA__EMOJOO_762015,10,10,DonA,EMOJOO_762015,mixed
ABAB,DonA__EMOJOO_762020,10,10,DonA,EMOJOO_762020,mixed
ABAB,DonA__EMOJOO_762030,10,10,DonA,EMOJOO_762030,mixed
ABAB,DonA__EMOJOO_762045,10,10,DonA,EMOJOO_762045,mixed
ABAB,DonA__EMOJOO_763525,10,10,DonA,EMOJOO_763525,mixed
ABAB,DonA__EMOJOO_764385,10,10,DonA,EMOJOO_764385,mixed
ABAB,DonA__EMOJOO_764460,10,10,DonA,EMOJOO_764460,mixed
ABAB,DonA__EMOJOO_764470,10,10,DonA,EMOJOO_764470,mixed
ABAB,DonA__EMOJOO_764480,10,10,DonA,EMOJOO_764480,mixed
ABAB,DonA__EMOJOO_764485,10,10,DonA,EMOJOO_764485,mixed
ABAB,DonA__EMOJOO_764490,10,10,DonA,EMOJOO_764490,mixed
ABAB,DonA__EMOJOO_764495,10,10,DonA,EMOJOO_764495,mixed
ABAB,DonA__EMOJOO_764500,10,10,DonA,EMOJOO_764500,mixed
ABAB,DonA__EMOJOO_764505,10,10,DonA,EMOJOO_764505,mixed
ABAB,DonA__EMOJOO_764510,10,10,DonA,EMOJOO_764510,mixed
ABAB,DonA__EMOJOO_764520,10,10,DonA,EMOJOO_764520,mixed
ABAB,DonA__EMOJOO_764535,10,10,DonA,EMOJOO_764535,mixed
ABAB,DonA__EMOJOO_764545,10,10,DonA,EMOJOO_764545,mixed
ABAB,DonA__EMOJOO_765380,10,10,DonA,EMOJOO_765380,mixed
ABAB,DonA__EMOJOO_767245,10,10,DonA,EMOJOO_767245,mixed
